#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471936.1         -            297 9476at5820           -            246  5.2e-126  417.6  26.7   1   1  5.4e-129  6.6e-126  417.3  26.7     1   246    33   297    33   297 0.95 | transcript=PVW1_140019400_t1 | gene=PVW1_140019400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:643379-644684(+) | protein_length=297 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 9476at5820           -            246   8.8e-08   30.4  40.7   1   5      0.13   1.5e+02    0.2   0.1    97   128    81   112    58   117 0.78 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 9476at5820           -            246   8.8e-08   30.4  40.7   2   5   6.9e-07   0.00083   17.4   1.2    38   125    96   183    72   189 0.83 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 9476at5820           -            246   8.8e-08   30.4  40.7   3   5   0.00013      0.16    9.9   2.0    62   115   194   247   186   250 0.90 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 9476at5820           -            246   8.8e-08   30.4  40.7   4   5    0.0057         7    4.6   5.8    32   138   241   349   237   359 0.76 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472284.1         -            836 9476at5820           -            246   8.8e-08   30.4  40.7   5   5   6.1e-05     0.074   11.0  10.6   101   211   377   494   364   505 0.76 | transcript=PVW1_140046000_t1 | gene=PVW1_140046000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1760581-1763091(+) | protein_length=836 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472336.1         -           1239 9476at5820           -            246   2.8e-06   25.5   8.5   1   2     3e-06    0.0036   15.3   0.8    59   139   408   490   406   508 0.89 | transcript=PVW1_140051000_t1 | gene=PVW1_140051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1997257-2000976(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472336.1         -           1239 9476at5820           -            246   2.8e-06   25.5   8.5   2   2   1.5e-05     0.018   13.1   1.3    28   128   647   746   620   775 0.85 | transcript=PVW1_140051000_t1 | gene=PVW1_140051000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1997257-2000976(+) | protein_length=1239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 9476at5820           -            246    0.0014   16.7   5.2   1   3     0.011        14    3.6   0.1    60   126   177   243   163   252 0.91 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 9476at5820           -            246    0.0014   16.7   5.2   2   3   9.9e-06     0.012   13.6   0.3    55   149   350   444   308   462 0.80 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479113.1         -            634 9476at5820           -            246    0.0014   16.7   5.2   3   3      0.27   3.3e+02   -0.9   0.1   136   169   522   555   514   567 0.81 | transcript=PVW1_080027700_t1 | gene=PVW1_080027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1036184-1038292(-) | protein_length=634 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 9476at5820           -            246     0.037   12.0  15.5   1   3      0.24   2.9e+02   -0.7   0.0   100   159   189   244   178   273 0.52 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 9476at5820           -            246     0.037   12.0  15.5   2   3   4.5e-06    0.0054   14.7   4.0    58   177   265   390   237   412 0.50 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479235.1         -            659 9476at5820           -            246     0.037   12.0  15.5   3   3     0.048        58    1.6   3.2    38   111   431   504   422   581 0.72 | transcript=PVW1_080033900_t1 | gene=PVW1_080033900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1274541-1276520(+) | protein_length=659 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9476at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:51:15 2026
# [ok]
