#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479792.1         -            662 3997at5820           -            539  6.3e-277  918.0  14.4   1   3   4.8e-34   5.8e-31  106.2   0.0     2    71    18    87    17    91 0.96 | transcript=PVW1_050020100_t1 | gene=PVW1_050020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:661755-663743(-) | protein_length=662 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479792.1         -            662 3997at5820           -            539  6.3e-277  918.0  14.4   2   3   4.1e-87   4.9e-84  281.4   1.1    64   251   110   329   103   333 0.89 | transcript=PVW1_050020100_t1 | gene=PVW1_050020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:661755-663743(-) | protein_length=662 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479792.1         -            662 3997at5820           -            539  6.3e-277  918.0  14.4   3   3  3.3e-164    4e-161  535.8   4.2   247   539   352   662   336   662 0.94 | transcript=PVW1_050020100_t1 | gene=PVW1_050020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:661755-663743(-) | protein_length=662 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 3997at5820           -            539   1.4e-34  118.2  24.9   1   2   1.1e-09   1.3e-06   25.8   0.0    26    69   462   505   450   518 0.82 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 3997at5820           -            539   1.4e-34  118.2  24.9   2   2   1.6e-29     2e-26   91.3  22.5    95   517   594  1070   559  1083 0.72 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483268.1         -            843 3997at5820           -            539   1.6e-25   88.2   5.5   1   2    0.0027       3.3    4.7   0.0    32    64   247   279   227   299 0.82 | transcript=PVW1_030015100_t1 | gene=PVW1_030015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:493733-497670(-) | protein_length=843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483268.1         -            843 3997at5820           -            539   1.6e-25   88.2   5.5   2   2   1.6e-26     2e-23   81.4   3.3    93   461   339   755   298   820 0.66 | transcript=PVW1_030015100_t1 | gene=PVW1_030015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:493733-497670(-) | protein_length=843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480600.1         -            783 3997at5820           -            539   3.3e-19   67.4  17.5   1   3     8e-10   9.7e-07   26.3   0.4     8    64   177   234   170   243 0.73 | transcript=PVW1_070028200_t1 | gene=PVW1_070028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1028999-1031350(+) | protein_length=783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480600.1         -            783 3997at5820           -            539   3.3e-19   67.4  17.5   2   3   2.9e-13   3.5e-10   37.6   1.8    96   207   297   413   253   426 0.84 | transcript=PVW1_070028200_t1 | gene=PVW1_070028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1028999-1031350(+) | protein_length=783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480600.1         -            783 3997at5820           -            539   3.3e-19   67.4  17.5   3   3   9.9e-06     0.012   12.8   2.2   250   450   484   696   459   716 0.69 | transcript=PVW1_070028200_t1 | gene=PVW1_070028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1028999-1031350(+) | protein_length=783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479790.1         -            699 3997at5820           -            539   3.9e-19   67.2  10.5   1   2   3.2e-16   3.9e-13   47.4   0.1    28   210    56   256    47   277 0.73 | transcript=PVW1_050019900_t1 | gene=PVW1_050019900 | organism=Plasmodium_vivax_PvW1 | gene_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | transcript_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | location=CAJZCX010000010:655468-657567(-) | protein_length=699 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479790.1         -            699 3997at5820           -            539   3.9e-19   67.2  10.5   2   2   3.4e-07   0.00041   17.6   6.3   251   496   373   643   364   681 0.67 | transcript=PVW1_050019900_t1 | gene=PVW1_050019900 | organism=Plasmodium_vivax_PvW1 | gene_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | transcript_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | location=CAJZCX010000010:655468-657567(-) | protein_length=699 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3997at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
