#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479231.1         -            761 6388at5820           -            540  2.6e-276  915.9  25.2   1   5   1.6e-21   9.8e-19   65.7   0.0     5    53    10    58     6    62 0.94 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 6388at5820           -            540  2.6e-276  915.9  25.2   2   5   5.6e-07   0.00034   17.7   0.0    58    84    89   115    82   122 0.87 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 6388at5820           -            540  2.6e-276  915.9  25.2   3   5   1.1e-11   6.7e-09   33.3   0.0    84   112   174   202   170   230 0.85 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 6388at5820           -            540  2.6e-276  915.9  25.2   4   5     7e-40   4.3e-37  126.3   0.1   110   204   239   337   237   345 0.93 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479231.1         -            761 6388at5820           -            540  2.6e-276  915.9  25.2   5   5  3.2e-204  1.9e-201  668.7  22.1   204   540   424   761   420   761 1.00 | transcript=PVW1_080033700_t1 | gene=PVW1_080033700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1269096-1271381(-) | protein_length=761 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478755.1         -            608 6388at5820           -            540   6.1e-05   20.2   3.2   1   2      0.54   3.3e+02   -2.0   0.3   175   193   238   256   212   261 0.77 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478755.1         -            608 6388at5820           -            540   6.1e-05   20.2   3.2   2   2     1e-07   6.1e-05   20.2   3.2   460   536   529   606   515   607 0.74 | transcript=PVW1_080012300_t1 | gene=PVW1_080012300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:355174-357202(+) | protein_length=608 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474765.1         -            284 6388at5820           -            540   0.00016   18.8   0.9   1   2        10   6.1e+03   -6.7   9.9   358   464    65   172    19   203 0.62 | transcript=PVW1_100028000_t1 | gene=PVW1_100028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | location=CAJZCX010000005:1109632-1110967(+) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474765.1         -            284 6388at5820           -            540   0.00016   18.8   0.9   2   2   2.6e-07   0.00016   18.8   0.9   489   534   234   278   223   283 0.85 | transcript=PVW1_100028000_t1 | gene=PVW1_100028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HDR0] | location=CAJZCX010000005:1109632-1110967(+) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479179.1         -           1201 6388at5820           -            540   0.00028   18.0   6.5   1   2       3.3     2e+03   -4.6   0.8   224   273   260   310   222   313 0.60 | transcript=PVW1_080031100_t1 | gene=PVW1_080031100 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | location=CAJZCX010000009:1193301-1196906(+) | protein_length=1201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479179.1         -           1201 6388at5820           -            540   0.00028   18.0   6.5   2   2   4.6e-07   0.00028   18.0   6.5   480   539  1143  1201  1134  1201 0.89 | transcript=PVW1_080031100_t1 | gene=PVW1_080031100 | organism=Plasmodium_vivax_PvW1 | gene_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | transcript_product=RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWK5] | location=CAJZCX010000009:1193301-1196906(+) | protein_length=1201 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
