#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477554.1         -           1127 2381at5820           -            857         0 1795.6  69.1   1   5     0.044        34    0.6   0.1     4    21    30    47    27    61 0.85 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2381at5820           -            857         0 1795.6  69.1   2   5   1.3e-54   9.7e-52  174.4  10.9    10   121   157   274   148   281 0.91 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2381at5820           -            857         0 1795.6  69.1   3   5   2.1e-34   1.6e-31  107.6   2.2   119   180   307   368   285   383 0.91 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2381at5820           -            857         0 1795.6  69.1   4   5  4.7e-198  3.6e-195  649.0  14.9   179   475   393   694   381   698 0.98 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2381at5820           -            857         0 1795.6  69.1   5   5  4.2e-269  3.2e-266  884.0  13.9   474   856   743  1125   732  1126 0.99 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481690.1         -           1224 2381at5820           -            857  4.8e-201  668.4  11.0   1   2      0.21   1.6e+02   -1.6   0.0   247   297   263   317   248   332 0.80 | transcript=PVW1_060021700_t1 | gene=PVW1_060021700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | transcript_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | location=CAJZCX010000012:703413-707759(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481690.1         -           1224 2381at5820           -            857  4.8e-201  668.4  11.0   2   2  2.7e-202  2.1e-199  663.0  10.4   201   853   553  1187   384  1190 0.92 | transcript=PVW1_060021700_t1 | gene=PVW1_060021700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | transcript_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | location=CAJZCX010000012:703413-707759(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480540.1         -            840 2381at5820           -            857    3e-166  553.3   1.7   1   1  4.7e-167  3.5e-164  546.4   1.7   205   853   181   819   164   823 0.92 | transcript=PVW1_070022600_t1 | gene=PVW1_070022600 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A564ZTR7] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A564ZTR7] | location=CAJZCX010000011:803366-805888(-) | protein_length=840 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472386.1         -           1088 2381at5820           -            857  1.4e-153  511.4  28.6   1   2   3.8e-72   2.9e-69  232.4  10.9   191   453   373   632   364   663 0.89 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472386.1         -           1088 2381at5820           -            857  1.4e-153  511.4  28.6   2   2   9.1e-87   6.9e-84  280.8   9.7   493   854   713  1084   706  1087 0.92 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479753.1         -            844 2381at5820           -            857  1.7e-121  405.2  11.7   1   4   6.7e-53   5.1e-50  168.7   0.8   212   419     3   234     1   241 0.86 | transcript=PVW1_050018000_t1 | gene=PVW1_050018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:573637-576494(+) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
