#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   1  11     0.001       6.2    2.0   0.2    18    58   122   161   105   166 0.72 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   2  11     5e-12     3e-08   29.5   2.1    34    78   163   207   152   215 0.91 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   3  11         0         0 1228.0  74.6    72   778   227   979   223   983 0.95 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   4  11   6.3e-06     0.038    9.3   0.0   773   802  1029  1058  1024  1065 0.87 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   5  11   8.5e-12   5.2e-08   28.7   0.0   805   839  1130  1164  1117  1173 0.90 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   6  11  4.5e-146  2.7e-142  474.0  34.6   834  1166  1209  1613  1205  1632 0.87 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   7  11     4e-38   2.5e-34  116.0   1.9  1164  1246  1658  1748  1652  1752 0.92 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   8  11   3.5e-11   2.1e-07   26.7   1.2  1246  1299  1779  1844  1775  1851 0.83 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6   9  11   3.1e-18   1.9e-14   50.1   0.4  1292  1341  1884  1933  1882  1941 0.93 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6  10  11   1.7e-95     1e-91  306.3  20.9  1340  1571  1970  2238  1962  2279 0.88 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474031.1         -           2754 280at5820            -           1963         0 2886.2 241.6  11  11  3.2e-199    2e-195  650.2  48.9  1568  1963  2301  2747  2285  2747 0.91 | transcript=PVW1_120084400_t1 | gene=PVW1_120084400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3376322-3386922(+) | protein_length=2754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
