#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484056.1         -           1196 1494at5820           -            912         0 1832.7  45.1   1   4  4.6e-222  4.6e-219  728.2  10.5     7   351    40   394    35   400 0.98 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1494at5820           -            912         0 1832.7  45.1   2   4   5.5e-41   5.6e-38  128.9   0.8   355   437   490   581   481   588 0.89 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1494at5820           -            912         0 1832.7  45.1   3   4   1.1e-62   1.1e-59  200.8   7.3   431   562   619   788   613   800 0.86 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1494at5820           -            912         0 1832.7  45.1   4   4  6.5e-239  6.6e-236  783.9   3.8   560   912   827  1185   817  1185 0.98 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1494at5820           -            912  1.7e-107  358.9  17.8   1   5   8.8e-52   8.9e-49  164.7   6.2     6   336   228   546   224   555 0.90 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1494at5820           -            912  1.7e-107  358.9  17.8   2   5    0.0058       5.8    3.1   0.0   406   481   537   620   536   635 0.80 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1494at5820           -            912  1.7e-107  358.9  17.8   3   5   2.4e-08   2.4e-05   20.9   0.0   508   559   815   866   805   869 0.91 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1494at5820           -            912  1.7e-107  358.9  17.8   4   5   2.1e-53   2.1e-50  170.0   0.1   582   741   923  1082   886  1125 0.89 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475515.1         -           1353 1494at5820           -            912  1.7e-107  358.9  17.8   5   5   0.00035      0.35    7.2   0.2   813   904  1247  1339  1230  1348 0.79 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 1494at5820           -            912   2.3e-11   40.9   1.4   1   6     0.002         2    4.7   0.1    48   155   476   585   448   598 0.56 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 1494at5820           -            912   2.3e-11   40.9   1.4   2   6     0.015        15    1.7   1.8   164   332   652   813   628   881 0.73 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
