#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   1  14   8.7e-23   6.6e-20   69.1   4.4     1    78     1    79     1    98 0.79 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   2  14  2.6e-135    2e-132  441.8  26.2    19   301    98   392    81   484 0.77 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   3  14   0.00014      0.11    8.8   5.1   280   323   634   677   601   743 0.72 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   4  14   2.4e-15   1.8e-12   44.5  14.5   312   369   867   925   832   944 0.81 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   5  14   1.4e-05     0.011   12.1   4.1   353   402   945   995   927  1034 0.77 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   6  14   1.3e-71     1e-68  230.8   7.3   365   519  1073  1234  1051  1258 0.81 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   7  14   3.3e-67   2.5e-64  216.2  13.9   513   652  1326  1467  1311  1539 0.80 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   8  14         8   6.1e+03  -14.2  14.5   845   978  1680  1825  1671  1845 0.59 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7   9  14   1.6e-78   1.2e-75  253.8   3.2   680   842  1884  2055  1856  2069 0.85 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7  10  14    0.0072       5.5    3.1   0.0   822   842  2093  2113  2089  2123 0.83 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7  11  14    0.0011      0.81    5.9   1.1   841   866  2188  2213  2183  2260 0.88 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7  12  14   2.4e-23   1.8e-20   71.0   6.2   868   934  2276  2346  2263  2364 0.86 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7  13  14   2.2e-58   1.7e-55  187.1   3.7   919  1054  2428  2576  2414  2580 0.85 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477175.1         -           2824 470at5820            -           1231         0 1753.8 219.7  14  14   6.8e-88   5.1e-85  284.8  23.9  1055  1231  2621  2824  2617  2824 0.87 | transcript=PVW1_090044600_t1 | gene=PVW1_090044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1753372-1762193(-) | protein_length=2824 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483166.1         -           3546 470at5820            -           1231   2.8e-12   43.9   9.2   1   2   3.7e-10   2.8e-07   27.3   0.3    80   150   876   947   841   955 0.82 | transcript=PVW1_030010500_t1 | gene=PVW1_030010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:279116-289898(-) | protein_length=3546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483166.1         -           3546 470at5820            -           1231   2.8e-12   43.9   9.2   2   2   7.9e-08     6e-05   19.6   3.4    79   163  1882  1965  1847  1974 0.69 | transcript=PVW1_030010500_t1 | gene=PVW1_030010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:279116-289898(-) | protein_length=3546 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474931.1         -           2440 470at5820            -           1231     3e-12   43.8   3.1   1   3         8   6.1e+03   -7.5   4.1   615   646   195   227   144   257 0.42 | transcript=PVW1_100041300_t1 | gene=PVW1_100041300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1673798-1681120(+) | protein_length=2440 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474931.1         -           2440 470at5820            -           1231     3e-12   43.8   3.1   2   3   1.8e-11   1.4e-08   31.6   0.1    94   152  1018  1075   928  1087 0.87 | transcript=PVW1_100041300_t1 | gene=PVW1_100041300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1673798-1681120(+) | protein_length=2440 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
