#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   1   8   2.9e-17   5.9e-14   47.8   0.2     1    51     1    60     1    63 0.91 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   2   8   7.3e-41   1.5e-37  126.1  11.6    57   158   283   406   269   410 0.87 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   3   8         0         0 3923.6 393.6   153  2194   453  2613   447  2619 0.97 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   4   8   4.3e-08   8.7e-05   17.4   0.5  2190  2216  2643  2669  2639  2680 0.86 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   5   8         0         0 1081.9  94.3  2213  2860  2716  3411  2709  3432 0.92 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   6   8         0         0 1771.1 193.1  2839  3872  3827  4987  3810  4990 0.92 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   7   8   5.2e-77   1.1e-73  246.1  21.0  3868  4011  5014  5161  5009  5167 0.97 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475317.1         -           5577 65at5820             -           4303         0 7659.1 809.4   8   8  1.4e-148  2.9e-145  483.6  43.7  4008  4303  5260  5577  5254  5577 0.93 | transcript=PVW1_130008200_t1 | gene=PVW1_130008200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:143267-165346(+) | protein_length=5577 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 65at5820             -           4303   3.9e-32  108.1 133.5   1  11         3   6.1e+03  -15.0  34.5   150   377   143   363    63   376 0.66 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 65at5820             -           4303   3.9e-32  108.1 133.5   2  11      0.67   1.4e+03   -6.5   7.3  1468  1572   445   558   434   595 0.68 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 65at5820             -           4303   3.9e-32  108.1 133.5   3  11         2     4e+03   -8.1  13.8   596   759   697   861   684   877 0.79 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 65at5820             -           4303   3.9e-32  108.1 133.5   4  11         3   6.1e+03  -16.4  20.0  2707  2914   781   997   758  1113 0.64 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 65at5820             -           4303   3.9e-32  108.1 133.5   5  11         3   6.1e+03  -15.9  22.9  1088  1345  1287  1539  1281  1543 0.81 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
