#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   1   6  1.9e-274  2.9e-271  901.7  13.1     3   427    29   466    27   472 0.96 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   2   6         0         0 1188.7  12.9   427   940   490  1003   486  1005 1.00 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   3   6    0.0032       4.8    2.7   0.0   951   970  1068  1087  1039  1092 0.71 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   4   6   2.6e-23     4e-20   69.2   0.8   968  1036  1139  1215  1127  1219 0.87 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   5   6    2e-213  3.1e-210  699.4  14.5  1039  1394  1273  1635  1256  1640 0.96 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 558at5820            -           1598         0 3215.8  78.8   6   6  8.4e-116  1.3e-112  375.8   7.0  1391  1598  1708  1932  1690  1932 0.92 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 558at5820            -           1598  2.1e-233  776.1  32.9   1   5   1.1e-21   1.6e-18   63.9   6.1    30   146    16   132     9   194 0.83 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 558at5820            -           1598  2.1e-233  776.1  32.9   2   5   4.9e-93   7.4e-90  300.4   0.0   238   604   267   619   234   626 0.92 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 558at5820            -           1598  2.1e-233  776.1  32.9   3   5   2.2e-77   3.3e-74  248.5   3.0   620   914   715  1008   704  1023 0.95 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 558at5820            -           1598  2.1e-233  776.1  32.9   4   5   4.5e-28   6.8e-25   85.0   0.1  1186  1289  1326  1432  1267  1488 0.86 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 558at5820            -           1598  2.1e-233  776.1  32.9   5   5   3.7e-30   5.6e-27   92.0   2.8  1395  1585  1778  1967  1759  1980 0.88 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
