#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474753.1         -            933 3692at5820           -            699         0 1029.7 149.1   1   3  5.1e-158  1.5e-154  514.6  48.0     1   306    26   365    26   372 0.92 | transcript=PVW1_100027400_t1 | gene=PVW1_100027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1082408-1086029(-) | protein_length=933 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474753.1         -            933 3692at5820           -            699         0 1029.7 149.1   2   3   1.3e-83   4.1e-80  268.6  76.7   309   541   412   702   395   707 0.87 | transcript=PVW1_100027400_t1 | gene=PVW1_100027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1082408-1086029(-) | protein_length=933 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474753.1         -            933 3692at5820           -            699         0 1029.7 149.1   3   3     8e-80   2.4e-76  256.2   8.5   541   698   737   905   722   906 0.91 | transcript=PVW1_100027400_t1 | gene=PVW1_100027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1082408-1086029(-) | protein_length=933 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   1  11      0.17   5.1e+02   -2.7   2.5    57   119   330   389   298   397 0.81 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   2  11       1.3   3.9e+03   -5.6   4.1   353   419   936  1002   933  1038 0.63 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   3  11    0.0011       3.3    4.5   6.2     1    55  1319  1380  1319  1395 0.71 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   4  11         2   6.1e+03   -6.7  10.6    12   109  1394  1498  1380  1504 0.63 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   5  11   0.00096       2.9    4.7  12.9    11    68  1536  1593  1532  1603 0.86 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   6  11   2.6e-05     0.078    9.9   1.8     6    67  1650  1711  1647  1711 0.87 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   7  11     0.009        27    1.5   6.4     8    58  1704  1758  1701  1772 0.85 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480418.1         -           3257 3692at5820           -            699   2.4e-06   24.8  33.1   8  11   8.4e-06     0.026   11.5  10.9    12    77  1828  1891  1825  1897 0.83 | transcript=PVW1_070016300_t1 | gene=PVW1_070016300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:580102-590031(+) | protein_length=3257 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
