#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475017.1         -           2731 395at5820            -           2124         0 3759.5  27.3   1   3         0         0 2642.4   4.2     1  1398     1  1735     1  1741 0.93 | transcript=PVW1_100048600_t1 | gene=PVW1_100048600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1980010-1988504(+) | protein_length=2731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475017.1         -           2731 395at5820            -           2124         0 3759.5  27.3   2   3  1.4e-170    3e-168  560.3   1.2  1399  1841  1766  2296  1761  2314 0.83 | transcript=PVW1_100048600_t1 | gene=PVW1_100048600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1980010-1988504(+) | protein_length=2731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475017.1         -           2731 395at5820            -           2124         0 3759.5  27.3   3   3    2e-171  4.2e-169  563.1   6.8  1804  2123  2401  2729  2358  2730 0.84 | transcript=PVW1_100048600_t1 | gene=PVW1_100048600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1980010-1988504(+) | protein_length=2731 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   1   7   7.1e-12   1.5e-09   34.0   3.9    11   124    16   128     4   183 0.79 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   2   7   1.7e-53   3.6e-51  172.0   0.1   455   724   319   585   290   588 0.89 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   3   7    0.0063       1.4    4.3   0.1   767   790   594   617   590   621 0.86 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   4   7   1.8e-08     4e-06   22.6   0.2   830   913   724   807   704   823 0.85 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   5   7   5.6e-48   1.2e-45  153.7   0.4  1230  1363   868  1001   824  1026 0.88 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   6   7   1.8e-24   3.9e-22   75.7   0.1  1451  1546  1327  1426  1295  1451 0.73 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479108.1         -           2387 395at5820            -           2124  7.8e-146  486.0  72.6   7   7   8.1e-19   1.8e-16   57.0   0.7  1981  2119  1825  1962  1813  1966 0.91 | transcript=PVW1_080027400_t1 | gene=PVW1_080027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1022033-1029196(-) | protein_length=2387 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473419.1         -           1934 395at5820            -           2124  1.3e-131  438.8  49.7   1   8   1.7e-09   3.7e-07   26.0   6.5    10   118    55   161    48   226 0.88 | transcript=PVW1_120040000_t1 | gene=PVW1_120040000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1459705-1466058(+) | protein_length=1934 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
