#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   1  10  1.3e-122  7.7e-119  396.6  10.5     1   239    13   251    13   259 0.99 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   2  10   2.1e-16   1.3e-12   45.1   0.2   240   277   283   320   277   325 0.91 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   3  10   3.6e-96   2.2e-92  309.1  13.6   280   483   385   595   378   597 0.97 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   4  10      0.07   4.3e+02   -3.0   0.0   482   499   625   642   623   647 0.85 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   5  10   8.1e-23   4.9e-19   66.3   0.0   509   575   731   802   703   813 0.88 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   6  10   8.5e-36   5.2e-32  109.3   0.5   576   655   855   937   849   941 0.95 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   7  10   5.3e-06     0.032   10.7   0.0   654   679   963   988   956   994 0.91 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   8  10   1.2e-13   7.2e-10   36.0   0.0   679   717  1017  1055  1003  1063 0.92 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4   9  10   5.3e-10   3.2e-06   23.9   0.0   715   775  1086  1178  1082  1198 0.67 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479259.1         -           1406 1314at5820           -            932         0 1158.8  44.4  10  10   4.8e-53   2.9e-49  166.4   0.0   784   931  1220  1396  1207  1397 0.83 | transcript=PVW1_080036100_t1 | gene=PVW1_080036100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1372225-1376738(+) | protein_length=1406 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1314at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1314at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1314at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:53 2026
# [ok]
