#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   1   7   9.2e-06     0.028   10.5   2.9     1    55     1    56     1    76 0.67 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   2   7   5.8e-08   0.00017   17.8   0.4    22    63   201   242   193   266 0.76 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   3   7   3.6e-55   1.1e-51  174.1   3.1    47   149   295   397   273   434 0.85 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   4   7   1.8e-06    0.0055   12.8   0.4   146   186   509   550   497   567 0.83 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   5   7    6e-163  1.8e-159  530.9   9.2   181   424   962  1205   922  1247 0.90 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   6   7  3.9e-199  1.2e-195  650.7  12.9   411   721  1405  1724  1383  1729 0.92 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477593.1         -           2120 2102at5820           -           1057         0 2037.4  91.6   7   7  5.6e-206  1.7e-202  673.4  19.3   717  1057  1765  2117  1757  2117 0.96 | transcript=PVW1_110015000_t1 | gene=PVW1_110015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:407736-414098(-) | protein_length=2120 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 2102at5820           -           1057      0.17    7.9  10.0   1   2   9.6e-07    0.0029   13.7   2.4   147   231    65   149    36   174 0.88 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 2102at5820           -           1057      0.17    7.9  10.0   2   2     0.066     2e+02   -2.3   0.9    33    62   202   232   196   252 0.73 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2102at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2102at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2102at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:02 2026
# [ok]
