#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   1   8  5.7e-101   8.6e-98  326.9   0.4     1   158     1   158     1   178 0.96 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   2   8   1.2e-21   1.9e-18   64.5   0.6   154   206   207   260   205   268 0.94 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   3   8   3.3e-30   5.1e-27   92.8   0.4   207   270   325   388   320   404 0.92 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   4   8   6.3e-86   9.6e-83  277.2  21.0   264   426   469   640   461   652 0.91 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   5   8   4.4e-08   6.6e-05   19.7   0.2   414   442   725   753   718   774 0.89 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   6   8   7.9e-05      0.12    8.9   0.0   434   483   963  1023   957  1030 0.80 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   7   8  5.6e-182  8.5e-179  594.8  17.6   480   771  1101  1400  1095  1405 0.96 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482715.1         -           1477 1791at5820           -            805         0 1396.3  76.6   8   8   7.5e-13   1.1e-09   35.5   0.1   770   805  1434  1469  1429  1469 0.94 | transcript=PVW1_040025600_t1 | gene=PVW1_040025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:882242-886675(+) | protein_length=1477 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 1791at5820           -            805   1.4e-32  111.2  19.5   1   4     0.006       9.2    2.7   0.0     1    41     1    45     1    59 0.79 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 1791at5820           -            805   1.4e-32  111.2  19.5   2   4   1.8e-09   2.8e-06   24.2   0.0    80   135    63   118    46   120 0.89 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 1791at5820           -            805   1.4e-32  111.2  19.5   3   4   1.6e-24   2.4e-21   74.1   5.4   495   639   117   274   114   283 0.79 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483264.1         -            638 1791at5820           -            805   1.4e-32  111.2  19.5   4   4   1.6e-06    0.0024   14.5   7.4   668   768   281   378   272   421 0.79 | transcript=PVW1_030014900_t1 | gene=PVW1_030014900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:483543-485459(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478772.1         -            407 1791at5820           -            805   1.1e-16   58.7  19.0   1   2   9.1e-05      0.14    8.7   3.5    20    98    25   102     1   138 0.74 | transcript=PVW1_080013200_t1 | gene=PVW1_080013200 | organism=Plasmodium_vivax_PvW1 | gene_product=XPGI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBF6] | transcript_product=XPGI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBF6] | location=CAJZCX010000009:410435-411658(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478772.1         -            407 1791at5820           -            805   1.1e-16   58.7  19.0   2   2   4.3e-19   6.6e-16   56.1   7.6   507   635   233   359   204   392 0.86 | transcript=PVW1_080013200_t1 | gene=PVW1_080013200 | organism=Plasmodium_vivax_PvW1 | gene_product=XPGI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBF6] | transcript_product=XPGI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBF6] | location=CAJZCX010000009:410435-411658(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 1791at5820           -            805   1.1e-09   35.5  11.1   1   3   1.3e-05      0.02   11.5   1.2    71   139    71   135    57   158 0.78 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 1791at5820           -            805   1.1e-09   35.5  11.1   2   3   1.4e-08   2.1e-05   21.3   0.8   513   570   156   213   141   225 0.81 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483571.1         -           1247 1791at5820           -            805   1.1e-09   35.5  11.1   3   3   0.00019      0.29    7.6   0.1   598   637   344   385   331   456 0.72 | transcript=PVW1_030028000_t1 | gene=PVW1_030028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:982174-985917(-) | protein_length=1247 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1791at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1791at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1791at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:40 2026
# [ok]
