#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   1  30   1.6e-22   9.7e-19   63.5   0.2    33    86   165   218   161   223 0.95 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   2  30   9.5e-35   5.8e-31  104.1   0.7    87   160   273   346   261   350 0.92 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   3  30     4e-18   2.4e-14   48.9   0.4   156   209   374   429   371   445 0.92 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   4  30   7.9e-90   4.8e-86  286.9   3.6   213   391   486   686   476   693 0.89 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   5  30  8.4e-159  5.1e-155  515.9  14.5   396   711   725  1063   717  1069 0.96 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   6  30   2.4e-54   1.5e-50  169.1   0.1   725   814  1130  1219  1116  1236 0.89 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   7  30   7.8e-95   4.7e-91  303.5   0.2   810   995  1256  1455  1253  1466 0.92 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   8  30  3.3e-219    2e-215  716.4   4.9   986  1311  1489  1814  1483  1820 0.99 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8   9  30         0         0 1298.1  14.3  1311  1988  1843  2598  1836  2617 0.91 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8  10  30  2.6e-137  1.6e-133  444.5   7.8  1997  2272  2666  2978  2656  2987 0.91 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475640.1         -           7348 40at5820             -           4729         0 6812.6 419.8  11  30   3.1e-08   0.00019   16.0   0.0  2248  2302  3041  3095  3036  3099 0.91 | transcript=PVW1_130021900_t1 | gene=PVW1_130021900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:757964-780010(+) | protein_length=7348 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
