#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   1  10   2.6e-35   1.6e-31  107.3   0.2     1    78     1    86     1    93 0.89 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   2  10   9.7e-48   5.9e-44  148.5   0.0    77   169   189   281   181   285 0.97 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   3  10   1.3e-49   7.8e-46  154.7   0.8   170   283   326   451   324   455 0.92 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   4  10  3.2e-118    2e-114  381.9  11.5   284   517   500   770   491   776 0.88 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   5  10   3.7e-48   2.2e-44  149.9   0.1   520   610   901   991   897   998 0.97 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   6  10   9.4e-43   5.7e-39  132.0   0.0   610   710  1014  1123  1002  1128 0.93 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   7  10   7.5e-18   4.6e-14   49.5   0.1   711   770  1243  1307  1229  1329 0.86 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   8  10   6.7e-43   4.1e-39  132.5   2.4   778   884  1533  1646  1514  1650 0.92 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8   9  10   2.6e-54   1.5e-50  170.3   3.8   906  1027  1817  1948  1811  1958 0.86 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479936.1         -           2204 943at5820            -           1188         0 1662.8  61.8  10  10   6.7e-80   4.1e-76  255.0   4.6  1032  1188  2023  2196  2010  2196 0.91 | transcript=PVW1_050031500_t1 | gene=PVW1_050031500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1090981-1097849(-) | protein_length=2204 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/943at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/943at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/943at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:51:07 2026
# [ok]
