#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476775.1         -            408 7995at5820           -            332  3.6e-167  553.8  10.4   1   2     2e-79     3e-76  254.9   2.8     1   163     1   185     1   191 0.90 | transcript=PVW1_090024000_t1 | gene=PVW1_090024000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:862239-864266(-) | protein_length=408 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476775.1         -            408 7995at5820           -            332  3.6e-167  553.8  10.4   2   2   3.3e-94     5e-91  303.5   0.9   157   332   202   391   196   391 0.95 | transcript=PVW1_090024000_t1 | gene=PVW1_090024000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:862239-864266(-) | protein_length=408 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 7995at5820           -            332   4.6e-07   27.5  20.7   1   4      0.04        61    0.8   0.1   126   172     8    55     3    72 0.64 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 7995at5820           -            332   4.6e-07   27.5  20.7   2   4   1.4e-08   2.1e-05   22.1   0.5    39   121    78   162    73   176 0.78 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 7995at5820           -            332   4.6e-07   27.5  20.7   3   4    0.0074        11    3.2   2.3    96   164   253   326   242   352 0.78 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 7995at5820           -            332   4.6e-07   27.5  20.7   4   4   1.2e-05     0.018   12.4   1.0   120   183   600   658   595   667 0.82 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 7995at5820           -            332   9.5e-05   19.9   2.6   1   2   3.1e-07   0.00047   17.6   0.0    74   153   324   404   289   420 0.80 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 7995at5820           -            332   9.5e-05   19.9   2.6   2   2     0.025        38    1.5   0.9    97   145   431   481   412   539 0.65 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 7995at5820           -            332   0.00034   18.1   4.7   1   3     0.012        18    2.6   0.2    33   107   242   317   213   340 0.79 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 7995at5820           -            332   0.00034   18.1   4.7   2   3   4.6e-06    0.0069   13.8   0.4    97   157   349   411   318   417 0.83 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 7995at5820           -            332   0.00034   18.1   4.7   3   3     0.017        26    2.1   0.0    87   156   422   495   413   497 0.71 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
