#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   1   5  1.2e-146  2.4e-143  477.7  30.5     1   233     1   234     1   242 0.98 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   2   5   5.2e-69     1e-65  220.8  11.1   232   362   336   478   332   484 0.93 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   3   5  7.5e-111  1.5e-107  359.2  17.5   363   552   535   724   519   728 0.94 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   4   5     5e-91     1e-87  293.6   8.1   549   707   768   933   763   954 0.94 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477950.1         -           1284 2168at5820           -            946         0 1724.2 128.1   5   5  1.7e-120  3.4e-117  391.2  29.0   705   946  1007  1284   999  1284 0.89 | transcript=PVW1_110037700_t1 | gene=PVW1_110037700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1398129-1402991(-) | protein_length=1284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473780.1         -           1038 2168at5820           -            946   6.9e-31  105.5  45.7   1   4   6.7e-27   1.4e-23   81.4   9.3     9   178     5   169     1   182 0.93 | transcript=PVW1_120066200_t1 | gene=PVW1_120066200 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | transcript_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | location=CAJZCX010000004:2572817-2576368(-) | protein_length=1038 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473780.1         -           1038 2168at5820           -            946   6.9e-31  105.5  45.7   2   4   7.9e-12   1.6e-08   31.5  12.7   370   540   321   487   304   537 0.79 | transcript=PVW1_120066200_t1 | gene=PVW1_120066200 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | transcript_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | location=CAJZCX010000004:2572817-2576368(-) | protein_length=1038 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473780.1         -           1038 2168at5820           -            946   6.9e-31  105.5  45.7   3   4      0.05     1e+02   -0.9   2.3   341   434   553   646   547   651 0.66 | transcript=PVW1_120066200_t1 | gene=PVW1_120066200 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | transcript_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | location=CAJZCX010000004:2572817-2576368(-) | protein_length=1038 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473780.1         -           1038 2168at5820           -            946   6.9e-31  105.5  45.7   4   4   2.8e-05     0.057    9.8   1.4   613   683   637   707   620   727 0.83 | transcript=PVW1_120066200_t1 | gene=PVW1_120066200 | organism=Plasmodium_vivax_PvW1 | gene_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | transcript_product=AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG6] | location=CAJZCX010000004:2572817-2576368(-) | protein_length=1038 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480301.1         -           1319 2168at5820           -            946   9.1e-21   72.0  33.1   1   4   3.2e-17   6.5e-14   49.3  14.4    13   214    20   212    13   222 0.84 | transcript=PVW1_070009000_t1 | gene=PVW1_070009000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:234562-239578(-) | protein_length=1319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480301.1         -           1319 2168at5820           -            946   9.1e-21   72.0  33.1   2   4   7.6e-14   1.5e-10   38.2  10.7   330   524   243   434   218   456 0.80 | transcript=PVW1_070009000_t1 | gene=PVW1_070009000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:234562-239578(-) | protein_length=1319 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
