#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   1  13   5.2e-59   3.5e-56  187.7   0.0     1   118     8   157     8   167 0.97 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   2  13     2e-09   1.4e-06   23.1   0.0   119   163   211   266   204   271 0.84 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   3  13  5.4e-102   3.6e-99  330.3   2.7   163   341   307   486   303   494 0.97 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   4  13  4.7e-120  3.2e-117  390.3  10.1   337   549   530   746   526   762 0.95 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   5  13         0         0 1174.4  62.7   546  1238   784  1529   782  1532 0.97 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   6  13  6.1e-103  4.1e-100  333.5   9.7  1234  1411  1576  1755  1566  1758 0.96 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   7  13  8.8e-210    6e-207  688.1  12.2  1411  1699  1797  2085  1789  2091 0.98 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   8  13         0         0 2931.8  80.3  1697  3039  2127  3526  2098  3534 0.98 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8   9  13  2.1e-211  1.4e-208  693.5  16.4  3037  3360  3585  3908  3579  3969 0.91 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8  10  13  1.3e-133  8.6e-131  435.3  14.0  3358  3609  4268  4521  4250  4532 0.92 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8  11  13  7.6e-142  5.1e-139  462.6   5.2  3608  3829  4559  4780  4557  4789 0.98 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8  12  13   8.6e-46   5.8e-43  143.8   1.3  3825  3915  4848  4938  4845  4946 0.93 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476884.1         -           5306 45at5820             -           4216         0 8349.2 305.8  13  13  3.9e-187  2.7e-184  612.9  10.7  3911  4216  4995  5306  4982  5306 0.98 | transcript=PVW1_090028100_t1 | gene=PVW1_090028100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1037268-1053384(+) | protein_length=5306 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   1   9         9   6.1e+03  -26.3  29.6   679   874    71   271    44   304 0.63 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   2   9         9   6.1e+03  -11.2  15.5  3343  3487   390   549   289   581 0.63 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   3   9         9   6.1e+03  -16.4  18.4   762   901  1348  1476  1292  1547 0.45 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   4   9   4.5e-30     3e-27   91.6  16.4   979  1221  1592  1834  1574  1857 0.85 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   5   9    7e-123  4.7e-120  399.7  23.2  1247  1695  1900  2350  1894  2365 0.93 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   6   9   1.1e-46   7.2e-44  146.8   8.7  1716  1948  2435  2669  2420  2677 0.83 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   7   9   1.7e-34   1.1e-31  106.3  20.5  2017  2304  2899  3190  2892  3206 0.89 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   8   9   2.4e-86   1.6e-83  278.4  60.7  2335  3178  3276  4064  3268  4073 0.90 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481429.1         -           5241 45at5820             -           4216         0 1388.8 207.6   9   9  4.6e-139  3.1e-136  453.4  38.1  3179  4214  4216  5237  4214  5241 0.86 | transcript=PVW1_060014700_t1 | gene=PVW1_060014700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:430150-445875(-) | protein_length=5241 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 45at5820             -           4216  3.5e-296  984.3 236.1   1  10         9   6.1e+03  -14.7  14.8   794   879   304   388   232   427 0.47 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 45at5820             -           4216  3.5e-296  984.3 236.1   2  10         9   6.1e+03  -34.2  43.2   605   891   992  1300   966  1480 0.55 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 45at5820             -           4216  3.5e-296  984.3 236.1   3  10         9   6.1e+03  -42.2  63.1   602   960  1568  1942  1555  1984 0.62 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 45at5820             -           4216  3.5e-296  984.3 236.1   4  10  1.1e-148  7.7e-146  485.3  62.8   974  1926  2077  3036  2056  3082 0.85 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480324.1         -           5873 45at5820             -           4216  3.5e-296  984.3 236.1   5  10   1.3e-36   8.5e-34  113.4  18.6  2003  2349  3339  3699  3333  3713 0.83 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
