#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473376.1         -           1206 1152at5820           -            961         0 1849.6  55.3   1   3  1.2e-143  1.2e-140  468.9   9.2     1   214    68   283    68   286 0.99 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1152at5820           -            961         0 1849.6  55.3   2   3         0         0 1085.5  22.2   213   748   328   910   322   922 0.95 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1152at5820           -            961         0 1849.6  55.3   3   3   3.5e-94   3.5e-91  305.2   7.9   747   961   935  1174   932  1174 0.94 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473678.1         -           1071 1152at5820           -            961   5.4e-37  125.8  10.3   1   1   7.3e-37   7.4e-34  115.5  10.3     9   607    46   640    39   665 0.79 | transcript=PVW1_120059700_t1 | gene=PVW1_120059700 | organism=Plasmodium_vivax_PvW1 | gene_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | transcript_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | location=CAJZCX010000004:2320675-2323890(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   1   7   2.4e-12   2.4e-09   34.3   0.2    33    97   218   283   185   291 0.84 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   2   7      0.13   1.3e+02   -1.2   0.9   114   397   372   449   363   465 0.66 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   3   7    0.0014       1.4    5.3   0.2   213   326   523   650   517   657 0.65 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   4   7   8.3e-09   8.4e-06   22.6   0.4   380   456   813   891   790   895 0.81 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   5   7     0.031        32    0.8   0.0   539   560  1051  1072  1039  1078 0.81 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   6   7      0.97   9.8e+02   -4.1   0.0   568   596  1149  1177  1147  1181 0.87 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472322.1         -           1607 1152at5820           -            961   6.7e-19   66.0  29.5   7   7   3.7e-08   3.7e-05   20.5   0.5   583   747  1211  1397  1207  1413 0.76 | transcript=PVW1_140049600_t1 | gene=PVW1_140049600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1942348-1947685(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481798.1         -            886 1152at5820           -            961   9.4e-15   52.2  10.3   1   2    0.0001       0.1    9.1   0.5     5    95   185   281   179   294 0.69 | transcript=PVW1_060026500_t1 | gene=PVW1_060026500 | organism=Plasmodium_vivax_PvW1 | gene_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HA18] | transcript_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HA18] | location=CAJZCX010000012:875841-878501(+) | protein_length=886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481798.1         -            886 1152at5820           -            961   9.4e-15   52.2  10.3   2   2   4.6e-16   4.7e-13   46.6   3.8   536   762   464   704   437   762 0.78 | transcript=PVW1_060026500_t1 | gene=PVW1_060026500 | organism=Plasmodium_vivax_PvW1 | gene_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HA18] | transcript_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HA18] | location=CAJZCX010000012:875841-878501(+) | protein_length=886 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1152at5820           -            961   1.5e-07   28.3  14.0   1   3     1e-05      0.01   12.4   6.9    34   190   151   291   146   299 0.84 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1152at5820           -            961   1.5e-07   28.3  14.0   2   3    0.0014       1.4    5.3   0.0   438   456   607   625   594   629 0.88 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1152at5820           -            961   1.5e-07   28.3  14.0   3   3     2e-05      0.02   11.4   0.1   582   633   922   972   914   984 0.80 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478694.1         -            748 1152at5820           -            961   6.7e-07   26.2   9.4   1   3    0.0058       5.9    3.3   3.5    44   114   171   249   157   332 0.68 | transcript=PVW1_080010000_t1 | gene=PVW1_080010000 | organism=Plasmodium_vivax_PvW1 | gene_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBC0] | transcript_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBC0] | location=CAJZCX010000009:277878-280124(-) | protein_length=748 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478694.1         -            748 1152at5820           -            961   6.7e-07   26.2   9.4   2   3    0.0027       2.8    4.3   0.0   422   455   345   379   322   411 0.79 | transcript=PVW1_080010000_t1 | gene=PVW1_080010000 | organism=Plasmodium_vivax_PvW1 | gene_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBC0] | transcript_product=Methionine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBC0] | location=CAJZCX010000009:277878-280124(-) | protein_length=748 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
