#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474788.1         -            463 11717at5820          -            359  6.8e-220  727.6  69.2   1   3   1.3e-19   3.6e-17   60.8   5.9     1    57     4    70     4    77 0.84 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474788.1         -            463 11717at5820          -            359  6.8e-220  727.6  69.2   2   3  5.4e-158  1.5e-155  516.0  18.8    42   306    80   352    73   356 0.91 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474788.1         -            463 11717at5820          -            359  6.8e-220  727.6  69.2   3   3   6.5e-51   1.8e-48  163.7  33.7   257   359   349   452   349   452 0.96 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479795.1         -            690 11717at5820          -            359   2.7e-10   38.1  36.6   1   1   5.2e-12   1.4e-09   35.7  36.6   226   316   593   688   527   689 0.72 | transcript=PVW1_050020400_t1 | gene=PVW1_050020400 | organism=Plasmodium_vivax_PvW1 | gene_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | transcript_product=Heat shock protein 70 [Source:UniProtKB/TrEMBL;Acc:Q2VG87] | location=CAJZCX010000010:672840-674912(-) | protein_length=690 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477946.1         -            166 11717at5820          -            359   1.5e-08   32.4   1.0   1   2   1.7e-05    0.0047   14.3   0.2   280   282    47    49     1    95 0.49 | transcript=PVW1_110037500_t1 | gene=PVW1_110037500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1392217-1392717(+) | protein_length=166 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477946.1         -            166 11717at5820          -            359   1.5e-08   32.4   1.0   2   2   0.00015     0.043   11.2   0.1   269   305    88   124    80   135 0.41 | transcript=PVW1_110037500_t1 | gene=PVW1_110037500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1392217-1392717(+) | protein_length=166 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479996.1         -            274 11717at5820          -            359   6.8e-08   30.2   8.6   1   1   3.3e-10   9.2e-08   29.8   8.6   144   303    60   226    51   234 0.70 | transcript=PVW1_050037100_t1 | gene=PVW1_050037100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1373194-1374018(+) | protein_length=274 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475711.1         -            948 11717at5820          -            359   2.1e-05   22.0   4.7   1   1     3e-07   8.4e-05   20.1   4.7   265   300    32    67    22    79 0.57 | transcript=PVW1_130025100_t1 | gene=PVW1_130025100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:921968-925139(+) | protein_length=948 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474008.1         -           1998 11717at5820          -            359   2.2e-05   22.0   5.9   1   2     0.045        12    3.1   3.4   190   267  1477  1555  1447  1585 0.70 | transcript=PVW1_120081900_t1 | gene=PVW1_120081900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3256382-3262997(+) | protein_length=1998 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474008.1         -           1998 11717at5820          -            359   2.2e-05   22.0   5.9   2   2   8.1e-08   2.2e-05   22.0   5.9   239   314  1605  1684  1592  1705 0.76 | transcript=PVW1_120081900_t1 | gene=PVW1_120081900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3256382-3262997(+) | protein_length=1998 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473278.1         -            718 11717at5820          -            359   8.8e-05   20.0   9.7   1   2   3.3e-07   9.2e-05   19.9   1.1   265   319   272   327   260   334 0.61 | transcript=PVW1_120030700_t1 | gene=PVW1_120030700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1144800-1146956(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473278.1         -            718 11717at5820          -            359   8.8e-05   20.0   9.7   2   2      0.02       5.4    4.2   1.9   178   212   569   600   543   607 0.72 | transcript=PVW1_120030700_t1 | gene=PVW1_120030700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1144800-1146956(-) | protein_length=718 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482349.1         -            365 11717at5820          -            359   0.00036   18.0   1.0   1   1   2.3e-06   0.00063   17.2   1.0   268   303   243   278   230   290 0.63 | transcript=PVW1_040011900_t1 | gene=PVW1_040011900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:344925-346428(+) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
