#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   1  13  4.5e-119  1.4e-115  386.0   1.3     1   260     1   301     1   303 0.88 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   2  13   6.7e-26     2e-22   77.3   0.1   263   347   338   442   336   460 0.80 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   3  13   4.7e-21   1.4e-17   61.2   1.6   340   396   468   524   447   530 0.91 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   4  13   5.9e-17   1.8e-13   47.6   0.4   399   444   615   660   605   665 0.90 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   5  13   1.8e-69   5.3e-66  221.7   9.0   440   648   688   941   675   944 0.84 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   6  13   0.00029      0.89    5.6   0.0   640   682  1080  1124  1075  1137 0.80 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   7  13   1.2e-24   3.7e-21   73.1   3.8   706   759  1243  1296  1217  1309 0.81 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   8  13   1.5e-30   4.6e-27   92.7   0.1   761   833  1467  1539  1464  1568 0.91 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1   9  13   3.1e-15   9.4e-12   41.9   0.1   844   894  1638  1694  1625  1722 0.80 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1  10  13   1.9e-75   5.6e-72  241.5  26.3   909  1149  1770  2059  1753  2065 0.85 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477906.1         -           2371 842at5820            -           1358         0 1499.2  96.1  11  13   5.8e-33   1.8e-29  100.7   0.8  1145  1216  2091  2162  2079  2166 0.92 | transcript=PVW1_110035300_t1 | gene=PVW1_110035300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1297628-1304918(+) | protein_length=2371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
