#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   1  12   1.1e-29   6.5e-26   89.1   9.0     1    79    34   121    34   129 0.92 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   2  12     7e-46   4.3e-42  142.7   7.0    81   191   184   298   166   304 0.92 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   3  12   6.8e-31   4.1e-27   93.1   1.4   182   263   378   461   374   466 0.93 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   4  12   3.3e-13     2e-09   34.5   0.0   260   293   493   526   480   529 0.92 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   5  12       0.7   4.3e+03   -6.3   3.0   293   309   595   611   595   613 0.78 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   6  12   2.4e-23   1.5e-19   68.1   3.9   307   383   642   736   636   742 0.86 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   7  12   3.7e-78   2.2e-74  249.5   5.3   378   511   834   968   826   981 0.94 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   8  12     8e-43   4.9e-39  132.5   2.8   510   590   996  1078   993  1082 0.95 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8   9  12   1.8e-65   1.1e-61  207.5  13.4   594   725  1113  1252  1105  1256 0.92 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8  10  12   1.5e-36   8.9e-33  111.8   1.7   724   792  1298  1366  1294  1385 0.87 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8  11  12   5.2e-19   3.2e-15   53.7   3.6   787   869  1633  1733  1626  1757 0.74 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476885.1         -           2153 1047at5820           -            938         0 1235.8 131.8  12  12     3e-38   1.8e-34  117.4   1.4   843   938  2056  2151  2047  2151 0.89 | transcript=PVW1_090028200_t1 | gene=PVW1_090028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1054099-1060560(-) | protein_length=2153 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1047at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1047at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1047at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:21 2026
# [ok]
