#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   1  14   5.1e-06     0.031   10.5   0.3     1    22    22    43    22    55 0.88 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   2  14   5.1e-08   0.00031   17.1   4.5    22    57   141   182   131   195 0.78 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   3  14   4.6e-38   2.8e-34  116.6   5.6    54   145   227   319   218   327 0.89 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   4  14   1.3e-16   7.6e-13   45.6  10.9   129   185   360   416   343   431 0.79 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   5  14      0.27   1.7e+03   -5.1  17.6   148   267   420   543   412   576 0.67 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   6  14   1.8e-06     0.011   12.0   2.1   200   261   723   778   702   795 0.77 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   7  14     3e-19   1.8e-15   54.3   2.1   232   298   846   925   838   929 0.87 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   8  14   0.00096       5.8    3.0   0.3   295   317  1019  1041  1014  1052 0.86 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2   9  14   2.5e-59   1.5e-55  186.9  13.9   311   413  1089  1191  1070  1200 0.90 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2  10  14   7.8e-07    0.0047   13.2   1.0   415   450  1282  1318  1271  1328 0.79 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2  11  14   1.4e-25   8.6e-22   75.3   0.0   441   498  1375  1433  1370  1436 0.94 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2  12  14   7.3e-59   4.4e-55  185.4   8.3   494   618  1481  1618  1460  1625 0.90 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2  13  14   3.2e-16   1.9e-12   44.3   0.2   615   661  1655  1705  1652  1730 0.89 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475983.1         -           2090 1125at5820           -            967         0 1224.1 201.2  14  14  2.5e-160  1.5e-156  521.3  51.5   661   967  1736  2085  1722  2085 0.91 | transcript=PVW1_130036000_t1 | gene=PVW1_130036000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1330702-1337425(+) | protein_length=2090 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1125at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1125at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:54 2026
# [ok]
