#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475060.1         -            594 9065at5820           -            376  3.6e-174  577.4  11.0   1   3   8.1e-24   9.8e-21   72.4   0.0     8    77   128   203   123   207 0.90 | transcript=PVW1_100050900_t1 | gene=PVW1_100050900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2074500-2076284(+) | protein_length=594 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475060.1         -            594 9065at5820           -            376  3.6e-174  577.4  11.0   2   3   3.2e-26   3.9e-23   80.3   0.1    76   145   240   313   235   324 0.83 | transcript=PVW1_100050900_t1 | gene=PVW1_100050900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2074500-2076284(+) | protein_length=594 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475060.1         -            594 9065at5820           -            376  3.6e-174  577.4  11.0   3   3  1.3e-131  1.6e-128  427.1   4.7   141   375   338   580   333   581 0.97 | transcript=PVW1_100050900_t1 | gene=PVW1_100050900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2074500-2076284(+) | protein_length=594 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475055.1         -            630 9065at5820           -            376   2.9e-64  215.7  12.6   1   3   0.00088       1.1    6.5   0.0    15    77   137   199   127   215 0.89 | transcript=PVW1_100050600_t1 | gene=PVW1_100050600 | organism=Plasmodium_vivax_PvW1 | gene_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | transcript_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | location=CAJZCX010000005:2065716-2067608(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475055.1         -            630 9065at5820           -            376   2.9e-64  215.7  12.6   2   3   2.7e-08   3.2e-05   21.3   0.1   101   147   293   339   257   343 0.78 | transcript=PVW1_100050600_t1 | gene=PVW1_100050600 | organism=Plasmodium_vivax_PvW1 | gene_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | transcript_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | location=CAJZCX010000005:2065716-2067608(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475055.1         -            630 9065at5820           -            376   2.9e-64  215.7  12.6   3   3     5e-60   6.1e-57  191.6   5.2   141   376   367   609   347   609 0.93 | transcript=PVW1_100050600_t1 | gene=PVW1_100050600 | organism=Plasmodium_vivax_PvW1 | gene_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | transcript_product=Subtilisin [Source:UniProtKB/TrEMBL;Acc:E6Y8B9] | location=CAJZCX010000005:2065716-2067608(+) | protein_length=630 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477150.1         -           1410 9065at5820           -            376   6.3e-29   99.4   7.6   1   1   2.8e-30   3.4e-27   93.7   7.6   112   366   876  1148   866  1157 0.82 | transcript=PVW1_090042300_t1 | gene=PVW1_090042300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1639012-1643385(+) | protein_length=1410 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475058.1         -            947 9065at5820           -            376     4e-17   60.5   0.0   1   2     0.033        40    1.3   0.0   118   131   162   175   153   189 0.80 | transcript=PVW1_100050800_t1 | gene=PVW1_100050800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2070180-2073023(+) | protein_length=947 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475058.1         -            947 9065at5820           -            376     4e-17   60.5   0.0   2   2     2e-18   2.5e-15   54.6   0.0   141   374   226   486   205   488 0.74 | transcript=PVW1_100050800_t1 | gene=PVW1_100050800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2070180-2073023(+) | protein_length=947 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483454.1         -           1294 9065at5820           -            376    0.0075   13.6   0.3   1   1   1.1e-05     0.014   12.7   0.3   247   295   518   566   508   577 0.86 | transcript=PVW1_030022300_t1 | gene=PVW1_030022300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:781813-785697(-) | protein_length=1294 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9065at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9065at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9065at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:42 2026
# [ok]
