#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   1  11   1.6e-44     1e-40  138.1   0.0     1    95    36   132    36   138 0.95 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   2  11     6e-32   3.7e-28   96.4   0.5    92   164   204   276   191   280 0.94 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   3  11   1.5e-33   8.9e-30  101.8   0.0   162   250   306   395   299   402 0.93 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   4  11     1e-36   6.2e-33  112.2   6.5   274   363   604   712   597   716 0.86 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   5  11     3e-39   1.8e-35  120.6   0.6   361   441   737   818   732   823 0.93 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   6  11   1.6e-36   9.6e-33  111.6   0.0   441   533   845   957   843   963 0.87 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   7  11     6e-70   3.7e-66  222.3   5.6   532   669   999  1139   993  1170 0.89 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   8  11     1e-19   6.2e-16   56.0   0.1   661   731  1173  1244  1164  1249 0.91 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3   9  11   1.7e-32     1e-28   98.3   0.6   731   806  1544  1619  1540  1643 0.90 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3  10  11   9.8e-34     6e-30  102.4   0.5   792   890  1640  1738  1633  1741 0.93 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479148.1         -           2018 833at5820            -           1112         0 1401.9  67.3  11  11   4.5e-86   2.7e-82  275.7   1.4   888  1111  1759  2014  1756  2015 0.90 | transcript=PVW1_080029600_t1 | gene=PVW1_080029600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1117811-1124033(+) | protein_length=2018 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/833at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/833at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/833at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:45 2026
# [ok]
