#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   1  12   2.5e-16   7.6e-13   45.4  21.0     1    60     1    67     1    74 0.87 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   2  12    1e-145  3.1e-142  473.9 104.4    48   355    76   395    69   398 0.95 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   3  12   8.4e-29   2.6e-25   86.7  26.8   350   471   429   543   414   546 0.78 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   4  12   9.4e-73   2.8e-69  232.3  46.1   425   636   539   767   537   820 0.88 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   5  12   1.2e-21   3.5e-18   63.1  15.9   635   727   823   926   799   943 0.84 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   6  12   2.9e-15   8.9e-12   41.8  16.9   695   796   978  1082   950  1086 0.83 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   7  12   4.9e-11   1.5e-07   27.9  18.8   709   855  1096  1235  1087  1243 0.77 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   8  12   1.8e-24   5.4e-21   72.4  10.1   840   906  1314  1380  1305  1390 0.88 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2   9  12     1e-59   3.1e-56  189.1  10.2   882  1043  1405  1601  1398  1606 0.84 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2  10  12   5.3e-42   1.6e-38  130.4   3.0  1045  1129  1628  1719  1623  1724 0.92 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482793.1         -           1867 1411at5820           -           1170         0 1319.2 358.2  11  12    0.0025       7.6    2.3   4.3  1120  1152  1751  1783  1733  1786 0.74 | transcript=PVW1_040028600_t1 | gene=PVW1_040028600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:983134-988737(+) | protein_length=1867 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
