#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472237.1         -           1104 2816at5820           -            697         0 1282.5  42.2   1   5    0.0036       4.4    4.1   0.3     1    50     1    49     1    72 0.69 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 2816at5820           -            697         0 1282.5  42.2   2   5   6.6e-06    0.0081   13.1   0.3    61    82   285   306   270   336 0.79 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 2816at5820           -            697         0 1282.5  42.2   3   5     0.026        32    1.2   1.1    24   102   339   416   332   420 0.65 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 2816at5820           -            697         0 1282.5  42.2   4   5   3.9e-27   4.7e-24   83.3   0.2   100   152   461   513   450   517 0.91 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472237.1         -           1104 2816at5820           -            697         0 1282.5  42.2   5   5         0         0 1196.8  17.1   147   697   546  1096   522  1096 0.98 | transcript=PVW1_140041700_t1 | gene=PVW1_140041700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1558522-1561836(+) | protein_length=1104 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483268.1         -            843 2816at5820           -            697   8.9e-99  330.2   6.4   1   1  9.3e-102   1.1e-98  329.9   6.4   105   683   245   832   225   842 0.90 | transcript=PVW1_030015100_t1 | gene=PVW1_030015100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:493733-497670(-) | protein_length=843 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480600.1         -            783 2816at5820           -            697   3.9e-75  252.1  13.2   1   1   4.3e-78   5.3e-75  251.7  13.2    63   579   158   680   138   743 0.85 | transcript=PVW1_070028200_t1 | gene=PVW1_070028200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1028999-1031350(+) | protein_length=783 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479792.1         -            662 2816at5820           -            697   1.6e-38  131.1  10.4   1   2   1.5e-24   1.8e-21   74.7   2.2   103   315    44   271    25   283 0.79 | transcript=PVW1_050020100_t1 | gene=PVW1_050020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:661755-663743(-) | protein_length=662 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479792.1         -            662 2816at5820           -            697   1.6e-38  131.1  10.4   2   2   3.9e-20   4.7e-17   60.1   1.3   372   671   349   639   339   652 0.78 | transcript=PVW1_050020100_t1 | gene=PVW1_050020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:661755-663743(-) | protein_length=662 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479790.1         -            699 2816at5820           -            697   5.7e-20   69.8   7.1   1   4   1.3e-13   1.6e-10   38.6   0.1   107   312    60   254    52   265 0.78 | transcript=PVW1_050019900_t1 | gene=PVW1_050019900 | organism=Plasmodium_vivax_PvW1 | gene_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | transcript_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | location=CAJZCX010000010:655468-657567(-) | protein_length=699 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479790.1         -            699 2816at5820           -            697   5.7e-20   69.8   7.1   2   4   6.3e-08   7.7e-05   19.8   0.1   364   476   358   465   350   472 0.86 | transcript=PVW1_050019900_t1 | gene=PVW1_050019900 | organism=Plasmodium_vivax_PvW1 | gene_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | transcript_product=MACPF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTF3] | location=CAJZCX010000010:655468-657567(-) | protein_length=699 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
