#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   1  15   3.9e-66   2.4e-62  209.3   0.1     3   126     9   146     7   151 0.92 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   2  15   3.7e-30   2.2e-26   90.1   0.0   127   185   188   246   185   251 0.96 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   3  15     0.083     5e+02   -3.9   0.0   185   203   306   324   305   326 0.87 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   4  15   1.1e-11   6.8e-08   28.8   1.3   200   236   412   448   405   453 0.89 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   5  15   5.6e-38   3.4e-34  116.0   0.0   232   307   525   602   515   622 0.88 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   6  15   1.9e-12   1.1e-08   31.4   0.0   319   354   697   732   682   752 0.89 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   7  15   3.1e-78   1.9e-74  249.4   1.6   360   546   924  1151   912  1155 0.84 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   8  15   6.3e-54   3.9e-50  168.8   6.6   546   647  1210  1311  1205  1316 0.97 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6   9  15    0.0017        10    1.7   0.0   648   671  1359  1385  1356  1394 0.80 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6  10  15   2.5e-48   1.5e-44  150.3   2.0   674   798  1445  1576  1432  1580 0.93 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483465.1         -           2726 341at5820            -           1530         0 2084.0  71.6  11  15   4.6e-81   2.8e-77  258.8   0.1   805   982  1656  1852  1649  1857 0.90 | transcript=PVW1_030022800_t1 | gene=PVW1_030022800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:796401-804581(+) | protein_length=2726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
