#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   1   9   5.3e-52   3.2e-48  163.0   3.7     1   103     1   103     1   113 0.98 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   2   9   1.7e-39     1e-35  121.5   1.6   103   190   147   234   133   238 0.95 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   3   9   1.7e-06      0.01   12.3   0.0   190   224   320   355   314   364 0.84 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   4   9   2.6e-25   1.6e-21   74.6   4.3   227   296   440   512   422   524 0.88 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   5   9   1.2e-14   7.1e-11   39.3   2.5   284   349   524   608   510   614 0.75 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   6   9   3.5e-50   2.2e-46  156.9  12.1   345   445   692   792   664   806 0.86 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   7   9   8.6e-96   5.2e-92  307.9  26.9   444   612  1250  1418  1246  1428 0.98 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   8   9  8.5e-125  5.1e-121  403.9  23.6   610   825  1483  1700  1477  1704 0.97 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484234.1         -           1932 1365at5820           -            980         0 1523.8 139.3   9   9   1.4e-88   8.6e-85  284.0  11.7   838   980  1790  1932  1781  1932 0.98 | transcript=PVW1_020021200_t1 | gene=PVW1_020021200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:720918-726716(+) | protein_length=1932 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1365at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1365at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1365at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:03 2026
# [ok]
