#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480327.1         -           1117 1750at5820           -            846         0 1448.6 105.5   1   4     1e-44   1.3e-41  141.3   0.2     1    92     8   115     8   122 0.90 | transcript=PVW1_070010500_t1 | gene=PVW1_070010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:327972-331481(+) | protein_length=1117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480327.1         -           1117 1750at5820           -            846         0 1448.6 105.5   2   4  8.6e-130    1e-126  422.8  21.6    89   326   167   430   158   434 0.93 | transcript=PVW1_070010500_t1 | gene=PVW1_070010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:327972-331481(+) | protein_length=1117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480327.1         -           1117 1750at5820           -            846         0 1448.6 105.5   3   4  1.8e-227  2.1e-224  746.0  53.3   326   746   483   956   478   961 0.93 | transcript=PVW1_070010500_t1 | gene=PVW1_070010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:327972-331481(+) | protein_length=1117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480327.1         -           1117 1750at5820           -            846         0 1448.6 105.5   4   4   5.5e-46   6.7e-43  145.6   9.2   747   846  1016  1117  1010  1117 0.97 | transcript=PVW1_070010500_t1 | gene=PVW1_070010500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:327972-331481(+) | protein_length=1117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 1750at5820           -            846   2.1e-06   24.8   4.6   1   3   8.6e-05       0.1    9.3   0.3   333   459    78   206    53   225 0.80 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 1750at5820           -            846   2.1e-06   24.8   4.6   2   3      0.36   4.3e+02   -2.7   0.0   697   722   433   458   363   482 0.61 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 1750at5820           -            846   2.1e-06   24.8   4.6   3   3   4.1e-07    0.0005   17.0   0.1    37    85   525   571   497   578 0.81 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483398.1         -            327 1750at5820           -            846   1.9e-05   21.6   0.5   1   2    0.0017       2.1    5.0   0.0    46   119     7    81     1    95 0.74 | transcript=PVW1_030019800_t1 | gene=PVW1_030019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | transcript_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | location=CAJZCX010000014:654686-656107(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483398.1         -            327 1750at5820           -            846   1.9e-05   21.6   0.5   2   2   1.8e-06    0.0021   14.9   0.1   301   410   104   219    94   242 0.80 | transcript=PVW1_030019800_t1 | gene=PVW1_030019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | transcript_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | location=CAJZCX010000014:654686-656107(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 1750at5820           -            846    0.0017   15.2   0.3   1   1   2.5e-06     0.003   14.4   0.3   224   278   324   380   302   403 0.73 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482414.1         -           1498 1750at5820           -            846     0.013   12.3   7.1   1   4   0.00085         1    6.0   0.5    20    88    35   106    23   122 0.74 | transcript=PVW1_040014600_t1 | gene=PVW1_040014600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:437614-442305(-) | protein_length=1498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482414.1         -           1498 1750at5820           -            846     0.013   12.3   7.1   2   4     0.023        27    1.3   0.1   357   400    88   132    71   139 0.73 | transcript=PVW1_040014600_t1 | gene=PVW1_040014600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:437614-442305(-) | protein_length=1498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482414.1         -           1498 1750at5820           -            846     0.013   12.3   7.1   3   4     0.013        16    2.0   0.0   346   404   460   517   453   531 0.74 | transcript=PVW1_040014600_t1 | gene=PVW1_040014600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:437614-442305(-) | protein_length=1498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482414.1         -           1498 1750at5820           -            846     0.013   12.3   7.1   4   4   0.00097       1.2    5.8   0.2   334   398   656   716   630   727 0.76 | transcript=PVW1_040014600_t1 | gene=PVW1_040014600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:437614-442305(-) | protein_length=1498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1750at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1750at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1750at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:28 2026
# [ok]
