#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   1  10   7.6e-27   4.6e-23   79.5   0.1    12    72    99   159    93   167 0.96 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   2  10     3e-23   1.8e-19   67.6   0.0    85   158   264   352   255   358 0.79 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   3  10   7.1e-70   4.3e-66  222.0   5.6   158   277   418   537   415   541 0.96 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   4  10   2.4e-33   1.5e-29  101.0   0.3   271   351   580   663   574   665 0.91 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   5  10   1.3e-46     8e-43  145.0   0.9   347   452   682   793   680   804 0.93 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   6  10   6.8e-92   4.1e-88  295.0  15.4   449   632   837  1021   832  1026 0.97 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   7  10     5e-15     3e-11   40.4   0.1   629   680  1056  1112  1052  1119 0.91 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   8  10   7.5e-22   4.6e-18   63.0   0.6   681   732  1163  1214  1158  1222 0.93 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3   9  10    7e-138  4.2e-134  447.3  25.8   730   978  1274  1530  1267  1534 0.96 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478083.1         -           1837 1034at5820           -           1177         0 1777.2 118.3  10  10  2.1e-109  1.3e-105  353.0  16.9   971  1177  1612  1837  1601  1837 0.94 | transcript=PVW1_110044900_t1 | gene=PVW1_110044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1677478-1682991(-) | protein_length=1837 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1034at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1034at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1034at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:25:41 2026
# [ok]
