#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   1  10    0.0036        22    1.0   0.8     9    40    43    75    37    86 0.81 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   2  10   2.6e-21   1.6e-17   61.0   8.5     5    88    69   155    64   191 0.78 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   3  10     1e-39   6.3e-36  121.9   3.3   111   198   286   376   263   383 0.80 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   4  10   1.1e-14     7e-11   39.0   4.3   194   297   419   523   409   533 0.75 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   5  10     0.098     6e+02   -3.8   0.1   256   275   562   580   560   585 0.84 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   6  10   1.8e-56   1.1e-52  177.4   3.2   302   412   660   770   656   780 0.97 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   7  10    0.0052        32    0.5   1.8   381   452   791   869   777   905 0.78 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   8  10   8.3e-07    0.0051   13.0   0.4   438   489   950  1001   931  1039 0.75 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0   9  10   2.6e-52   1.6e-48  163.6   1.6   505   646  1249  1406  1198  1426 0.81 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476879.1         -           1920 947at5820            -            969         0 1134.1  89.0  10  10    1e-184  6.1e-181  601.9   6.4   675   969  1613  1920  1572  1920 0.91 | transcript=PVW1_090027700_t1 | gene=PVW1_090027700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1010672-1016434(+) | protein_length=1920 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/947at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/947at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/947at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:51:18 2026
# [ok]
