#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   1  17   1.7e-83     1e-79  267.1   0.3     2   173    38   217    37   226 0.92 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   2  17   1.1e-61   6.9e-58  194.8   1.4   162   271   249   358   239   366 0.92 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   3  17     8e-98   4.8e-94  314.6   1.3   263   443   409   591   403   595 0.96 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   4  17   1.7e-42   1.1e-38  131.2   1.9   441   527   662   748   658   752 0.96 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   5  17   1.3e-23   8.2e-20   68.6   0.0   524   597   787   862   782   867 0.95 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   6  17   0.00031       1.9    4.4   0.0   598   616   902   920   894   926 0.90 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   7  17   1.3e-45   7.9e-42  141.5   5.2   616   732   946  1079   942  1085 0.87 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   8  17   1.7e-07     0.001   15.2   0.0   740   778  1181  1220  1169  1233 0.86 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1   9  17   2.1e-12   1.3e-08   31.5   0.0   778   814  1244  1280  1238  1282 0.93 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1  10  17   8.6e-09   5.2e-05   19.5   0.1   809   840  1299  1330  1294  1335 0.90 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475124.1         -           2375 569at5820            -           1444         0 1772.7  98.1  11  17   2.3e-15   1.4e-11   41.3   0.0   848   908  1367  1442  1360  1452 0.84 | transcript=PVW1_100053100_t1 | gene=PVW1_100053100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2154309-2161558(+) | protein_length=2375 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
