#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   1  10     2e-44   1.2e-40  137.8   2.4     1   147     5   183     5   189 0.85 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   2  10   3.4e-34     2e-30  103.9  19.5   145   238   212   309   204   314 0.92 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   3  10   9.6e-28   5.8e-24   82.6   0.1   236   316   406   495   404   499 0.84 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   4  10   1.7e-52     1e-48  164.6   0.1   316   469   532   736   526   738 0.81 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   5  10   2.3e-10   1.4e-06   25.0   0.1   468   506   809   848   806   859 0.86 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   6  10     1e-18   6.2e-15   52.7   0.4   497   553   863   923   852   925 0.88 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   7  10   8.4e-32   5.1e-28   96.0   3.1   549   613   941  1005   937  1015 0.95 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   8  10     1e-53   6.2e-50  168.6   6.2   612   736  1082  1212  1079  1215 0.94 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9   9  10   3.4e-11   2.1e-07   27.8   9.9   736   793  1254  1332  1247  1339 0.73 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484149.1         -           1674 1391at5820           -           1077         0 1291.5 117.9  10  10    1e-144  6.2e-141  469.9  18.9   784  1076  1353  1654  1348  1655 0.95 | transcript=PVW1_020018800_t1 | gene=PVW1_020018800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:604727-610896(-) | protein_length=1674 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1391at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1391at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1391at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:49 2026
# [ok]
