#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480347.1         -           1235 4469at5820           -            832         0 1204.8  87.1   1   2         0         0 1022.6  22.6     1   570     1   747     1   765 0.88 | transcript=PVW1_070012200_t1 | gene=PVW1_070012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:407361-411068(+) | protein_length=1235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480347.1         -           1235 4469at5820           -            832         0 1204.8  87.1   2   2   6.2e-55   7.5e-52  175.1  56.7   591   825   888  1223   834  1230 0.73 | transcript=PVW1_070012200_t1 | gene=PVW1_070012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:407361-411068(+) | protein_length=1235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473457.1         -            547 4469at5820           -            832   1.8e-39  134.2  15.7   1   1   2.4e-42   2.9e-39  133.5  15.7   158   383   265   503   244   516 0.85 | transcript=PVW1_120042800_t1 | gene=PVW1_120042800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1594215-1595858(-) | protein_length=547 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476702.1         -            372 4469at5820           -            832   6.1e-23   79.5  19.3   1   2      0.65   7.9e+02   -3.6   4.8   545   658    23    64     2    82 0.26 | transcript=PVW1_090019500_t1 | gene=PVW1_090019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | location=CAJZCX010000007:688644-691634(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476702.1         -            372 4469at5820           -            832   6.1e-23   79.5  19.3   2   2   5.1e-26   6.1e-23   79.5  19.3   148   388    86   336    62   354 0.82 | transcript=PVW1_090019500_t1 | gene=PVW1_090019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCV0] | location=CAJZCX010000007:688644-691634(-) | protein_length=372 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475074.1         -            744 4469at5820           -            832   1.5e-18   65.0  12.3   1   3       1.1   1.3e+03   -4.3   2.6    63    91   131   160    40   182 0.54 | transcript=PVW1_100051400_t1 | gene=PVW1_100051400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2089296-2091530(-) | protein_length=744 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475074.1         -            744 4469at5820           -            832   1.5e-18   65.0  12.3   2   3     0.043        52    0.4   0.0   192   213   275   296   247   299 0.91 | transcript=PVW1_100051400_t1 | gene=PVW1_100051400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2089296-2091530(-) | protein_length=744 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475074.1         -            744 4469at5820           -            832   1.5e-18   65.0  12.3   3   3   1.3e-21   1.5e-18   65.0  12.3   222   382   337   496   335   503 0.97 | transcript=PVW1_100051400_t1 | gene=PVW1_100051400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2089296-2091530(-) | protein_length=744 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473546.1         -            620 4469at5820           -            832   1.2e-09   35.6   7.8   1   3      0.52   6.3e+02   -3.2   0.1   529   529    28    28     5    91 0.51 | transcript=PVW1_120048400_t1 | gene=PVW1_120048400 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | location=CAJZCX010000004:1820758-1822945(+) | protein_length=620 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473546.1         -            620 4469at5820           -            832   1.2e-09   35.6   7.8   2   3   2.1e-08   2.5e-05   21.2   0.0   187   258   146   217   140   244 0.84 | transcript=PVW1_120048400_t1 | gene=PVW1_120048400 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | location=CAJZCX010000004:1820758-1822945(+) | protein_length=620 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473546.1         -            620 4469at5820           -            832   1.2e-09   35.6   7.8   3   3   2.8e-07   0.00035   17.5   1.7   283   347   282   346   275   350 0.94 | transcript=PVW1_120048400_t1 | gene=PVW1_120048400 | organism=Plasmodium_vivax_PvW1 | gene_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | transcript_product=Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G9] | location=CAJZCX010000004:1820758-1822945(+) | protein_length=620 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
