#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   1  14   3.8e-72   2.3e-68  229.2   4.1     1   137     1   140     1   149 0.95 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   2  14  1.7e-114  1.1e-110  369.5   1.9   139   401   298   584   291   587 0.92 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   3  14     6e-50   3.6e-46  155.6   3.0   398   521   676   823   671   830 0.85 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   4  14     0.059   3.6e+02   -3.4   0.0   537   554   890   907   890   909 0.91 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   5  14   7.3e-05      0.45    6.2   0.1   571   596  1003  1028   997  1033 0.88 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   6  14   2.2e-38   1.3e-34  117.3   1.7   596   719  1057  1196  1050  1199 0.89 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   7  14   3.6e-20   2.2e-16   56.9   0.0   718   795  1224  1314  1207  1322 0.85 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   8  14   9.1e-35   5.5e-31  105.3   0.0   797   886  1352  1447  1350  1452 0.91 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2   9  14   9.3e-15   5.7e-11   39.0   0.0   886   932  1477  1534  1468  1540 0.83 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2  10  14   1.6e-05     0.099    8.4   0.0   932   961  1560  1589  1557  1596 0.90 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474970.1         -           2341 2776at5820           -           1467         0 1914.0  73.2  11  14   7.6e-18   4.6e-14   49.2   0.0   953  1013  1645  1705  1632  1708 0.91 | transcript=PVW1_100044900_t1 | gene=PVW1_100044900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1803088-1810531(-) | protein_length=2341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
