#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   1   7   1.1e-80   1.3e-77  260.0  10.2     1   180     1   211     1   218 0.86 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   2   7   8.5e-34     1e-30  104.7  14.5   177   277   275   394   269   407 0.82 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   3   7   4.8e-78   5.8e-75  251.2  37.1   275   512   418   699   416   710 0.87 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   4   7   4.2e-51   5.1e-48  162.0  13.1   511   620   819   933   815   938 0.93 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   5   7   3.5e-98   4.3e-95  317.9  32.1   616   847  1006  1253   999  1265 0.93 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   6   7   3.6e-56   4.4e-53  178.8   5.8   845   983  1340  1491  1328  1494 0.89 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480705.1         -           1743 1702at5820           -           1168         0 1466.8 184.3   7   7   1.2e-69   1.4e-66  223.4  24.7   947  1168  1490  1741  1489  1741 0.84 | transcript=PVW1_070035600_t1 | gene=PVW1_070035600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1300996-1306227(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475169.1         -            487 1702at5820           -           1168   2.2e-15   53.9  19.6   1   2      0.22   2.7e+02   -2.7   2.1   655   725   189   262   175   268 0.68 | transcript=PVW1_100056700_t1 | gene=PVW1_100056700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2303021-2304484(+) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475169.1         -            487 1702at5820           -           1168   2.2e-15   53.9  19.6   2   2   1.8e-18   2.2e-15   53.9  19.6   969  1167   275   483   272   486 0.74 | transcript=PVW1_100056700_t1 | gene=PVW1_100056700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2303021-2304484(+) | protein_length=487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477900.1         -            478 1702at5820           -           1168   2.2e-11   40.7  13.5   1   1   2.4e-14   2.9e-11   40.3  13.5  1064  1165   360   472   320   475 0.78 | transcript=PVW1_110034700_t1 | gene=PVW1_110034700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1284089-1285525(+) | protein_length=478 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476297.1         -            358 1702at5820           -           1168   5.8e-06   22.7   8.6   1   1   5.9e-09   7.1e-06   22.4   8.6  1088  1166   263   355   221   357 0.73 | transcript=PVW1_130052200_t1 | gene=PVW1_130052200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2068259-2069335(+) | protein_length=358 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482693.1         -            390 1702at5820           -           1168      0.17    7.9   3.8   1   1   0.00017      0.21    7.6   3.8  1107  1161   324   384   316   390 0.67 | transcript=PVW1_040024900_t1 | gene=PVW1_040024900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:854980-856553(+) | protein_length=390 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1702at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1702at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1702at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:13 2026
# [ok]
