#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475692.1         -           1487 1634at5820           -           1163         0 1774.6 109.9   1   4  8.6e-282  4.3e-279  927.5  47.2     1   535     7   596     7   599 0.94 | transcript=PVW1_130024100_t1 | gene=PVW1_130024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:880412-887439(+) | protein_length=1487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475692.1         -           1487 1634at5820           -           1163         0 1774.6 109.9   2   4   9.8e-18     5e-15   53.0   3.7   522   590   645   716   637   732 0.84 | transcript=PVW1_130024100_t1 | gene=PVW1_130024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:880412-887439(+) | protein_length=1487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475692.1         -           1487 1634at5820           -           1163         0 1774.6 109.9   3   4   1.1e-48   5.7e-46  155.5   0.6   604   729   774   913   768   918 0.93 | transcript=PVW1_130024100_t1 | gene=PVW1_130024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:880412-887439(+) | protein_length=1487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475692.1         -           1487 1634at5820           -           1163         0 1774.6 109.9   4   4  2.4e-198  1.2e-195  651.1  36.1   740  1146   975  1395   950  1405 0.94 | transcript=PVW1_130024100_t1 | gene=PVW1_130024100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:880412-887439(+) | protein_length=1487 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481748.1         -            317 1634at5820           -           1163   1.9e-21   74.2  46.2   1   3   4.5e-08   2.3e-05   21.0  13.1   751   819    27    98    16   102 0.84 | transcript=PVW1_060024400_t1 | gene=PVW1_060024400 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | location=CAJZCX010000012:796314-797805(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481748.1         -            317 1634at5820           -           1163   1.9e-21   74.2  46.2   2   3   5.5e-11   2.8e-08   30.7   5.7    39   101    99   161    96   166 0.95 | transcript=PVW1_060024400_t1 | gene=PVW1_060024400 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | location=CAJZCX010000012:796314-797805(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481748.1         -            317 1634at5820           -           1163   1.9e-21   74.2  46.2   3   3   3.5e-12   1.8e-09   34.6  13.1  1007  1132   166   300   162   305 0.84 | transcript=PVW1_060024400_t1 | gene=PVW1_060024400 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Z2] | location=CAJZCX010000012:796314-797805(-) | protein_length=317 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477264.1         -            340 1634at5820           -           1163   1.3e-15   55.0  49.3   1   3     2e-13     1e-10   38.7   9.1   103   184   119   201    94   204 0.87 | transcript=PVW1_090051600_t1 | gene=PVW1_090051600 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | location=CAJZCX010000007:2055600-2056622(+) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477264.1         -            340 1634at5820           -           1163   1.3e-15   55.0  49.3   2   3   3.8e-10   1.9e-07   27.9  13.7  1008  1102   171   265   171   270 0.91 | transcript=PVW1_090051600_t1 | gene=PVW1_090051600 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | location=CAJZCX010000007:2055600-2056622(+) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477264.1         -            340 1634at5820           -           1163   1.3e-15   55.0  49.3   3   3   2.1e-06    0.0011   15.4  10.4    88   156   215   282   208   313 0.65 | transcript=PVW1_090051600_t1 | gene=PVW1_090051600 | organism=Plasmodium_vivax_PvW1 | gene_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | transcript_product=Leucine-rich repeat protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYE1] | location=CAJZCX010000007:2055600-2056622(+) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475021.1         -            371 1634at5820           -           1163   5.3e-11   39.7  18.0   1   2   1.6e-13   7.9e-11   39.1  10.3    59   181    27   148    16   169 0.82 | transcript=PVW1_100048800_t1 | gene=PVW1_100048800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1990818-1992588(-) | protein_length=371 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
