#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   1  25   0.00069       4.2    1.7   8.0   591   704   198   305   173   321 0.80 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   2  25  1.4e-300  8.4e-297  986.5  53.0     1   584   440  1046   440  1053 0.97 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   3  25  1.6e-182  9.6e-179  594.7  28.7   582   883  1083  1389  1076  1394 0.97 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   4  25     3e-12   1.8e-08   29.5   0.0   883   934  1435  1495  1432  1505 0.82 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   5  25  6.6e-196    4e-192  639.1  42.8   935  1311  1572  1968  1565  1977 0.95 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   6  25   1.8e-48   1.1e-44  149.7  13.2  1319  1433  2101  2235  2061  2245 0.87 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   7  25    0.0059        36   -1.4   0.0  1434  1457  2274  2297  2265  2302 0.81 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   8  25   2.2e-70   1.3e-66  222.4  21.2  1443  1616  2334  2524  2329  2531 0.91 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1   9  25   3.4e-15   2.1e-11   39.3   1.9  1617  1652  2602  2637  2598  2647 0.95 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1  10  25   3.5e-26   2.1e-22   75.7   7.6  1649  1725  2728  2811  2713  2817 0.88 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473964.1         -           6854 19at5820             -           4334         0 6677.3 611.1  11  25   2.7e-06     0.016    9.7   0.1  1724  1750  2854  2880  2850  2896 0.82 | transcript=PVW1_120077800_t1 | gene=PVW1_120077800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3051639-3074321(+) | protein_length=6854 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
