#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472386.1         -           1088 2430at5820           -            789         0 1586.0  61.9   1   4   3.3e-42   2.5e-39  133.5  13.1     8   103    41   142    35   149 0.92 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472386.1         -           1088 2430at5820           -            789         0 1586.0  61.9   2   4   1.3e-08     1e-05   22.3   0.7   102   159   164   226   158   233 0.65 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472386.1         -           1088 2430at5820           -            789         0 1586.0  61.9   3   4  8.1e-210  6.1e-207  687.8   9.6   125   437   351   665   345   667 0.99 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472386.1         -           1088 2430at5820           -            789         0 1586.0  61.9   4   4  1.4e-231  1.1e-228  759.7  15.9   435   789   721  1084   710  1084 0.97 | transcript=PVW1_140056100_t1 | gene=PVW1_140056100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2226174-2229440(-) | protein_length=1088 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480540.1         -            840 2430at5820           -            789  1.1e-166  554.6   0.9   1   1    2e-169  1.5e-166  554.2   0.9   155   787   174   818   158   820 0.91 | transcript=PVW1_070022600_t1 | gene=PVW1_070022600 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A564ZTR7] | transcript_product=RNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A564ZTR7] | location=CAJZCX010000011:803366-805888(-) | protein_length=840 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481690.1         -           1224 2430at5820           -            789  2.6e-164  546.8   8.4   1   1  5.7e-167  4.3e-164  546.1   8.4   163   775   558  1173   541  1188 0.94 | transcript=PVW1_060021700_t1 | gene=PVW1_060021700 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | transcript_product=Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GUJ3] | location=CAJZCX010000012:703413-707759(-) | protein_length=1224 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2430at5820           -            789  2.2e-145  484.2  40.2   1   3      0.33   2.5e+02   -2.1   2.3    64   113   154   205   150   217 0.80 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2430at5820           -            789  2.2e-145  484.2  40.2   2   3   2.7e-71     2e-68  229.6  12.1    82   409   342   676   268   679 0.77 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477554.1         -           1127 2430at5820           -            789  2.2e-145  484.2  40.2   3   3   3.5e-83   2.7e-80  268.9   9.0   412   777   748  1110   735  1123 0.90 | transcript=PVW1_110013100_t1 | gene=PVW1_110013100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:327569-330952(+) | protein_length=1127 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479753.1         -            844 2430at5820           -            789     2e-89  299.1  14.7   1   5   5.1e-08   3.9e-05   20.4   0.1   169   208     3    42     1    53 0.89 | transcript=PVW1_050018000_t1 | gene=PVW1_050018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:573637-576494(+) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479753.1         -            844 2430at5820           -            789     2e-89  299.1  14.7   2   5   8.7e-42   6.6e-39  132.1   0.1   219   378    76   236    67   243 0.97 | transcript=PVW1_050018000_t1 | gene=PVW1_050018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:573637-576494(+) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
