#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9484646.1         -            805 3079at5820           -            559         0 1042.5  57.2   1   4  3.8e-232  2.3e-229  761.1  28.2     1   363     1   364     1   377 0.99 | transcript=PVW1_010008700_t1 | gene=PVW1_010008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:212190-214607(+) | protein_length=805 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484646.1         -            805 3079at5820           -            559         0 1042.5  57.2   2   4   8.4e-65   5.1e-62  208.7   0.7   360   470   398   507   392   512 0.94 | transcript=PVW1_010008700_t1 | gene=PVW1_010008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:212190-214607(+) | protein_length=805 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484646.1         -            805 3079at5820           -            559         0 1042.5  57.2   3   4   8.4e-21   5.1e-18   63.4  11.1   460   539   525   628   516   634 0.80 | transcript=PVW1_010008700_t1 | gene=PVW1_010008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:212190-214607(+) | protein_length=805 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484646.1         -            805 3079at5820           -            559         0 1042.5  57.2   4   4   5.8e-08   3.5e-05   21.1   0.0   528   559   774   805   750   805 0.81 | transcript=PVW1_010008700_t1 | gene=PVW1_010008700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:212190-214607(+) | protein_length=805 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 3079at5820           -            559   3.2e-09   34.4   7.3   1   4   8.9e-05     0.054   10.6   0.0   382   453   122   194   110   211 0.88 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 3079at5820           -            559   3.2e-09   34.4   7.3   2   4    0.0099         6    3.8   0.8   391   470   380   458   348   478 0.76 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 3079at5820           -            559   3.2e-09   34.4   7.3   3   4     4e-06    0.0024   15.0   0.0   394   453   508   567   491   603 0.86 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477260.1         -            660 3079at5820           -            559   3.2e-09   34.4   7.3   4   4     0.002       1.2    6.1   0.0   418   451   626   659   617   660 0.90 | transcript=PVW1_090051200_t1 | gene=PVW1_090051200 | organism=Plasmodium_vivax_PvW1 | gene_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | transcript_product=NLE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GY64] | location=CAJZCX010000007:2044913-2046895(-) | protein_length=660 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479358.1         -            595 3079at5820           -            559   6.9e-06   23.4   7.4   1   4      0.53   3.2e+02   -1.9   0.2   409   457   175   223   173   256 0.79 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479358.1         -            595 3079at5820           -            559   6.9e-06   23.4   7.4   2   4    0.0003      0.18    8.8   0.0   398   453   297   353   283   357 0.83 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479358.1         -            595 3079at5820           -            559   6.9e-06   23.4   7.4   3   4   1.2e-07   7.1e-05   20.1   0.0   384   451   325   393   322   402 0.85 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479358.1         -            595 3079at5820           -            559   6.9e-06   23.4   7.4   4   4    0.0076       4.6    4.2   0.3   384   508   409   534   404   562 0.63 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 3079at5820           -            559   1.2e-05   22.6   2.1   1   3   3.2e-05      0.02   12.0   0.1   399   452    89   142    68   160 0.85 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 3079at5820           -            559   1.2e-05   22.6   2.1   2   3    0.0022       1.3    6.0   0.1   392   451   169   228   161   240 0.91 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 3079at5820           -            559   1.2e-05   22.6   2.1   3   3     0.016       9.6    3.1   0.0   385   451   244   316   232   322 0.72 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   1   6   6.3e-08   3.9e-05   20.9   6.3   327   458    18   146    10   176 0.73 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   2   6      0.26   1.6e+02   -0.9   0.8   199   268   169   235   156   244 0.57 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   3   6       2.8   1.7e+03   -4.3   0.4   463   494   372   403   353   418 0.65 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   4   6       0.3   1.8e+02   -1.1   0.1   420   451   609   639   605   663 0.85 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   5   6     0.072        43    1.0   0.1   198   268   655   722   640   732 0.77 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 3079at5820           -            559   3.9e-05   20.9   6.3   6   6   1.1e-05    0.0067   13.5   0.5   386   451   859   925   825   934 0.88 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 3079at5820           -            559   0.00019   18.7   6.9   1   4   0.00028      0.17    8.9   0.2   393   457   225   289   186   301 0.83 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 3079at5820           -            559   0.00019   18.7   6.9   2   4   0.00058      0.35    7.9   0.1   196   268   257   330   238   338 0.61 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 3079at5820           -            559   0.00019   18.7   6.9   3   4   0.00058      0.36    7.9   0.1   389   451   350   413   344   436 0.86 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479273.1         -            498 3079at5820           -            559   0.00019   18.7   6.9   4   4    0.0098       5.9    3.8   0.0   409   450   456   497   427   498 0.81 | transcript=PVW1_080037300_t1 | gene=PVW1_080037300 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | transcript_product=Pre-mRNA-processing factor 19 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWR0] | location=CAJZCX010000009:1415215-1416711(-) | protein_length=498 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
