#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   1   6  8.9e-136    9e-133  442.1  19.7     1   246     1   262     1   287 0.88 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   2   6      0.15   1.5e+02   -0.9   3.9   433   480   288   336   279   347 0.76 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   3   6   0.00025      0.25    8.3   4.6   201   239   355   393   338   408 0.67 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   4   6    4e-134  4.1e-131  436.6  16.1   237   470   417   679   391   721 0.85 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   5   6         6   6.1e+03   -6.8   7.4   190   268   686   763   676   792 0.49 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477169.1         -            872 4608at5820           -            541         0 1015.9  89.0   6   6   5.6e-48   5.7e-45  152.3  10.8   460   541   791   872   769   872 0.90 | transcript=PVW1_090044000_t1 | gene=PVW1_090044000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1710125-1712743(+) | protein_length=872 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473790.1         -            411 4608at5820           -            541   6.2e-22   76.3   0.8   1   2    0.0089         9    3.1   0.0    30    81    25    73    15    93 0.82 | transcript=PVW1_120066800_t1 | gene=PVW1_120066800 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG0] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG0] | location=CAJZCX010000004:2598545-2601511(+) | protein_length=411 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473790.1         -            411 4608at5820           -            541   6.2e-22   76.3   0.8   2   2   2.3e-23   2.3e-20   71.1   0.4   308   446   102   247    92   255 0.83 | transcript=PVW1_120066800_t1 | gene=PVW1_120066800 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG0] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHG0] | location=CAJZCX010000004:2598545-2601511(+) | protein_length=411 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483303.1         -            941 4608at5820           -            541   1.2e-20   72.1   1.0   1   1   2.4e-23   2.4e-20   71.0   1.0   295   449   720   872   685   901 0.87 | transcript=PVW1_030016700_t1 | gene=PVW1_030016700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:549016-552031(-) | protein_length=941 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472180.1         -            303 4608at5820           -            541   2.2e-15   54.7   4.2   1   2    0.0032       3.3    4.6   0.1    33    82    25    78    13    94 0.78 | transcript=PVW1_140036000_t1 | gene=PVW1_140036000 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | location=CAJZCX010000003:1346023-1348521(+) | protein_length=303 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472180.1         -            303 4608at5820           -            541   2.2e-15   54.7   4.2   2   2     3e-17     3e-14   50.9   1.2   314   464   127   272   114   296 0.79 | transcript=PVW1_140036000_t1 | gene=PVW1_140036000 | organism=Plasmodium_vivax_PvW1 | gene_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | transcript_product=PPM-type phosphatase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK87] | location=CAJZCX010000003:1346023-1348521(+) | protein_length=303 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472564.1         -           1108 4608at5820           -            541   4.1e-13   47.2   8.3   1   3      0.77   7.7e+02   -3.2   0.2   187   245   466   528   458   546 0.59 | transcript=PVW1_140072900_t1 | gene=PVW1_140072900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2891105-2894679(+) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472564.1         -           1108 4608at5820           -            541   4.1e-13   47.2   8.3   2   3   1.9e-05     0.019   12.0   0.2    35    99   778   845   747   864 0.72 | transcript=PVW1_140072900_t1 | gene=PVW1_140072900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2891105-2894679(+) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472564.1         -           1108 4608at5820           -            541   4.1e-13   47.2   8.3   3   3   1.2e-13   1.2e-10   39.0   0.4   309   464   885  1061   868  1070 0.67 | transcript=PVW1_140072900_t1 | gene=PVW1_140072900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2891105-2894679(+) | protein_length=1108 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477096.1         -            845 4608at5820           -            541   9.7e-07   26.2   1.9   1   3      0.18   1.9e+02   -1.2   0.0    59    93   534   572   519   579 0.72 | transcript=PVW1_090040400_t1 | gene=PVW1_090040400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1549286-1551823(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477096.1         -            845 4608at5820           -            541   9.7e-07   26.2   1.9   2   3     0.016        16    2.3   0.2   305   339   604   639   585   650 0.80 | transcript=PVW1_090040400_t1 | gene=PVW1_090040400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1549286-1551823(-) | protein_length=845 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
