#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477634.1         -           3144 188at5820            -           2473         0 4590.4 200.3   1   4         0         0 2314.3 101.0     1  1182     1  1263     1  1275 0.97 | transcript=PVW1_110016900_t1 | gene=PVW1_110016900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:496540-508582(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477634.1         -           3144 188at5820            -           2473         0 4590.4 200.3   2   4  1.5e-234    3e-231  769.3  39.3  1176  1582  1298  1711  1293  1716 0.97 | transcript=PVW1_110016900_t1 | gene=PVW1_110016900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:496540-508582(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477634.1         -           3144 188at5820            -           2473         0 4590.4 200.3   3   4  9.4e-100   1.9e-96  322.1  10.1  1581  1882  1747  2225  1737  2265 0.85 | transcript=PVW1_110016900_t1 | gene=PVW1_110016900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:496540-508582(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477634.1         -           3144 188at5820            -           2473         0 4590.4 200.3   4   4         0         0 1198.5  26.0  1875  2473  2410  3133  2376  3133 0.94 | transcript=PVW1_110016900_t1 | gene=PVW1_110016900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:496540-508582(-) | protein_length=3144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   1   8   2.2e-34   4.5e-31  105.3  21.1    22   379    58   430    38   437 0.77 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   2   8         3   6.1e+03   -8.6   9.6  1816  1919   463   565   437   575 0.51 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   3   8     0.037        76   -1.6   0.0   383   424   684   725   674   855 0.88 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   4   8     0.061   1.2e+02   -2.3  22.8  1798  1931  1171  1305  1056  1336 0.64 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   5   8    0.0022       4.5    2.4   0.4   600   689  1415  1504  1386  1509 0.78 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   6   8   1.1e-21   2.3e-18   63.1  39.4   695  1211  1644  2188  1637  2214 0.74 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477168.1         -           3982 188at5820            -           2473  1.7e-181  604.2 191.6   7   8   5.7e-35   1.2e-31  107.2  14.7  1290  1572  2645  2930  2517  2944 0.73 | transcript=PVW1_090043900_t1 | gene=PVW1_090043900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1692625-1704573(-) | protein_length=3982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
