#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   1   7  1.1e-101   2.2e-98  329.0  35.7     1   200    27   246    27   255 0.90 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   2   7   4.1e-25   8.3e-22   75.4   1.0   196   280   301   400   266   412 0.86 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   3   7   1.2e-61   2.4e-58  196.4   3.1   281   412   476   621   472   625 0.90 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   4   7   2.9e-50   5.9e-47  158.7   3.0   408   509   672   779   668   797 0.87 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   5   7   4.3e-67   8.7e-64  214.4   0.6   511   643   824   971   812  1009 0.82 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   6   7  1.2e-213  2.5e-210  699.7  12.3   656   974  1060  1378  1035  1390 0.93 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473560.1         -           1587 1518at5820           -           1119         0 1804.0 100.7   7   7     2e-51     4e-48  162.5   0.9   972  1119  1405  1580  1400  1580 0.90 | transcript=PVW1_120049300_t1 | gene=PVW1_120049300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1846169-1851046(-) | protein_length=1587 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475075.1         -            443 1518at5820           -           1119   3.6e-06   23.6   0.7   1   2     8e-09   1.6e-05   21.5   0.5   754   801   263   309   255   318 0.85 | transcript=PVW1_100051500_t1 | gene=PVW1_100051500 | organism=Plasmodium_vivax_PvW1 | gene_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | transcript_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | location=CAJZCX010000005:2092694-2094172(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475075.1         -            443 1518at5820           -           1119   3.6e-06   23.6   0.7   2   2      0.05     1e+02   -1.1   0.0   926   944   398   416   347   422 0.83 | transcript=PVW1_100051500_t1 | gene=PVW1_100051500 | organism=Plasmodium_vivax_PvW1 | gene_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | transcript_product=Hist_deacetyl domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HED9] | location=CAJZCX010000005:2092694-2094172(+) | protein_length=443 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480629.1         -            448 1518at5820           -           1119   0.00013   18.5  11.1   1   3      0.65   1.3e+03   -4.8   1.1  1004  1036    45    77    40    91 0.70 | transcript=PVW1_070030600_t1 | gene=PVW1_070030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | transcript_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | location=CAJZCX010000011:1115317-1116663(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480629.1         -            448 1518at5820           -           1119   0.00013   18.5  11.1   2   3   4.9e-07     0.001   15.5   0.3   752   795   143   183   137   188 0.82 | transcript=PVW1_070030600_t1 | gene=PVW1_070030600 | organism=Plasmodium_vivax_PvW1 | gene_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | transcript_product=Histone deacetylase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVF2] | location=CAJZCX010000011:1115317-1116663(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
