#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   1   9   6.6e-46   6.7e-43  145.4   5.9     1   103     3   105     3   122 0.89 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   2   9   1.6e-34   1.6e-31  107.8   6.0    90   158   154   222   116   227 0.86 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   3   9      0.33   3.4e+02   -2.3   3.5   158   184   366   391   283   413 0.67 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   4   9       0.4     4e+02   -2.6   9.9   157   181   446   470   437   490 0.72 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   5   9      0.11   1.1e+02   -0.7  12.3   158   197   491   528   483   550 0.69 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   6   9    1e-123    1e-120  402.5  18.0   202   420   649   880   593   898 0.89 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   7   9   2.8e-18   2.8e-15   54.1   1.2   410   458   912   964   901   986 0.88 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   8   9   1.2e-09   1.2e-06   25.5   4.0   478   519  1146  1188  1119  1193 0.76 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480588.1         -           1432 2771at5820           -            662  4.4e-293  972.1 120.1   9   9   5.3e-88   5.4e-85  284.5   0.2   517   662  1270  1424  1254  1424 0.95 | transcript=PVW1_070027000_t1 | gene=PVW1_070027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:977801-983216(+) | protein_length=1432 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 2771at5820           -            662   7.7e-55  184.8   1.9   1   5   6.6e-13   6.7e-10   36.3   0.0     6    78     2    74     1    77 0.96 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475512.1         -            381 2771at5820           -            662   7.7e-55  184.8   1.9   2   5   5.3e-13   5.4e-10   36.6   0.0     4    78    76   150    73   154 0.95 | transcript=PVW1_130017800_t1 | gene=PVW1_130017800 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | transcript_product=Polyubiquitin 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H2X7] | location=CAJZCX010000006:594855-596492(+) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
