#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477717.1         -            671 5442at5820           -            422  3.8e-211  699.8  21.5   1   3   9.1e-65   1.4e-61  207.1   5.9     1   150     1   165     1   177 0.90 | transcript=PVW1_110022500_t1 | gene=PVW1_110022500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:755687-757702(+) | protein_length=671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477717.1         -            671 5442at5820           -            422  3.8e-211  699.8  21.5   2   3  5.6e-131  8.5e-128  425.2   1.3   144   360   336   554   331   559 0.96 | transcript=PVW1_110022500_t1 | gene=PVW1_110022500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:755687-757702(+) | protein_length=671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477717.1         -            671 5442at5820           -            422  3.8e-211  699.8  21.5   3   3   2.1e-25   3.1e-22   77.4   0.6   365   420   590   646   586   648 0.94 | transcript=PVW1_110022500_t1 | gene=PVW1_110022500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:755687-757702(+) | protein_length=671 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 5442at5820           -            422   2.3e-13   48.2   5.9   1   4      0.91   1.4e+03   -3.8   6.5   120   186   799   867   787   897 0.78 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 5442at5820           -            422   2.3e-13   48.2   5.9   2   4     0.025        38    1.4   2.7   314   387  1166  1241  1161  1254 0.77 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 5442at5820           -            422   2.3e-13   48.2   5.9   3   4   1.5e-16   2.3e-13   48.2   5.9   144   314  1421  1590  1408  1653 0.81 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474026.1         -           1928 5442at5820           -            422   2.3e-13   48.2   5.9   4   4       3.9   5.9e+03   -5.8   6.2    21    96  1788  1866  1780  1920 0.70 | transcript=PVW1_120083700_t1 | gene=PVW1_120083700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3337955-3345750(-) | protein_length=1928 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476068.1         -           1917 5442at5820           -            422   2.9e-13   47.9   0.3   1   2   1.8e-05     0.027   11.8   0.0   169   218  1291  1340  1237  1352 0.78 | transcript=PVW1_130039100_t1 | gene=PVW1_130039100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1488372-1494125(+) | protein_length=1917 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476068.1         -           1917 5442at5820           -            422   2.9e-13   47.9   0.3   2   2   3.8e-12   5.8e-09   33.7   0.1   222   354  1421  1568  1403  1604 0.69 | transcript=PVW1_130039100_t1 | gene=PVW1_130039100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1488372-1494125(+) | protein_length=1917 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477719.1         -            493 5442at5820           -            422   7.6e-07   26.7   7.7   1   1   7.5e-10   1.1e-06   26.2   7.7    14   110    26   128    14   210 0.83 | transcript=PVW1_110022600_t1 | gene=PVW1_110022600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:759253-760734(+) | protein_length=493 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5442at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5442at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5442at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:47 2026
# [ok]
