#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   1   6   1.9e-08   1.9e-05   22.0   0.0    24    60   159   198   154   206 0.86 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   2   6   2.5e-49   2.5e-46  157.0   0.1    59   166   218   336   212   342 0.90 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   3   6   2.2e-19   2.2e-16   58.1   0.0   168   223   398   454   392   460 0.91 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   4   6   5.5e-72   5.5e-69  231.8   0.2   225   358   580   719   577   729 0.94 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   5   6     1e-15     1e-12   46.0   0.1   366   429   752   838   747   848 0.81 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474959.1         -           1077 3175at5820           -            591  1.2e-233  775.5  10.5   6   6   4.9e-80   4.9e-77  258.4   0.1   434   591   901  1075   881  1075 0.89 | transcript=PVW1_100043800_t1 | gene=PVW1_100043800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1768791-1772024(-) | protein_length=1077 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484172.1         -            631 3175at5820           -            591   4.9e-53  179.1  20.1   1   3   4.5e-33   4.5e-30  103.3   9.0    60   321   176   445   114   461 0.76 | transcript=PVW1_020019400_t1 | gene=PVW1_020019400 | organism=Plasmodium_vivax_PvW1 | gene_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | transcript_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | location=CAJZCX010000015:635012-636907(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484172.1         -            631 3175at5820           -            591   4.9e-53  179.1  20.1   2   3   2.3e-18   2.4e-15   54.7   1.2   438   535   487   586   464   586 0.84 | transcript=PVW1_020019400_t1 | gene=PVW1_020019400 | organism=Plasmodium_vivax_PvW1 | gene_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | transcript_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | location=CAJZCX010000015:635012-636907(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484172.1         -            631 3175at5820           -            591   4.9e-53  179.1  20.1   3   3   4.2e-11   4.2e-08   30.8   0.2   544   590   574   620   569   621 0.86 | transcript=PVW1_020019400_t1 | gene=PVW1_020019400 | organism=Plasmodium_vivax_PvW1 | gene_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | transcript_product=Aspartate--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Y1] | location=CAJZCX010000015:635012-636907(+) | protein_length=631 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475012.1         -            751 3175at5820           -            591   1.8e-10   38.6   0.9   1   4      0.13   1.4e+02   -0.6   0.0   170   221   359   410   352   418 0.81 | transcript=PVW1_100048400_t1 | gene=PVW1_100048400 | organism=Plasmodium_vivax_PvW1 | gene_product=Asparagine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYX7] | transcript_product=Asparagine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYX7] | location=CAJZCX010000005:1974200-1976455(-) | protein_length=751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475012.1         -            751 3175at5820           -            591   1.8e-10   38.6   0.9   2   4   5.5e-09   5.6e-06   23.8   0.7   261   355   492   592   467   605 0.80 | transcript=PVW1_100048400_t1 | gene=PVW1_100048400 | organism=Plasmodium_vivax_PvW1 | gene_product=Asparagine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYX7] | transcript_product=Asparagine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYX7] | location=CAJZCX010000005:1974200-1976455(-) | protein_length=751 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
