#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   1  10   1.6e-06    0.0098   12.0   0.2     1    32   113   144   113   177 0.85 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   2  10    0.0005         3    3.7   0.0    27    51   238   262   214   266 0.90 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   3  10  5.9e-145  3.6e-141  470.5   4.3    51   281   333   571   325   579 0.94 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   4  10  1.2e-109  7.1e-106  353.6   8.2   282   491   607   831   599   839 0.92 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   5  10   2.1e-67   1.3e-63  213.6   2.6   490   615   882  1011   876  1046 0.91 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   6  10     0.076   4.6e+02   -3.5   0.0   602   629  1127  1154  1119  1155 0.80 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   7  10  1.6e-127  9.9e-124  412.8  12.8   626   843  1195  1417  1165  1422 0.95 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   8  10   1.1e-95   6.9e-92  307.3  19.1   837  1036  1480  1702  1473  1705 0.93 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5   9  10   3.9e-28   2.4e-24   83.5   0.6  1032  1092  1722  1782  1718  1791 0.95 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471950.1         -           2052 659at5820            -           1239         0 2043.1 106.5  10  10   1.3e-70   7.9e-67  224.3   5.9  1090  1225  1844  1994  1830  2006 0.91 | transcript=PVW1_140020800_t1 | gene=PVW1_140020800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:704251-710409(-) | protein_length=2052 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/659at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/659at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/659at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:39 2026
# [ok]
