#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   1  10   8.5e-06     0.026   11.1   0.0     8    39    23    55    15    72 0.79 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   2  10   2.6e-64   7.9e-61  204.7   6.7    35   165    79   210    74   213 0.96 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   3  10   6.6e-10     2e-06   24.7   0.1   165   197   237   272   235   276 0.87 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   4  10   2.4e-81   7.4e-78  261.1  12.9   198   403   323   560   317   571 0.84 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   5  10   6.9e-34   2.1e-30  104.0   5.4   381   482   576   680   562   689 0.87 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   6  10   3.6e-36   1.1e-32  111.6   0.1   482   559   797   874   790   878 0.97 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   7  10   5.8e-26   1.8e-22   77.8   0.1   559   626   904   982   900   988 0.86 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   8  10   1.6e-35   4.8e-32  109.5   0.7   626   723  1018  1126  1016  1132 0.92 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5   9  10   8.9e-18   2.7e-14   50.7   0.0   724   765  1171  1212  1169  1218 0.93 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478201.1         -           1376 1205at5820           -            896         0 1149.6  79.5  10  10   2.5e-70   7.5e-67  224.6   6.3   762   896  1235  1376  1229  1376 0.96 | transcript=PVW1_110050000_t1 | gene=PVW1_110050000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1896388-1900518(+) | protein_length=1376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480492.1         -            719 1205at5820           -            896     0.039   10.5  12.7   1   3   2.1e-05     0.064    9.8   2.2   173   236    72   135    65   145 0.95 | transcript=PVW1_070020300_t1 | gene=PVW1_070020300 | organism=Plasmodium_vivax_PvW1 | gene_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | transcript_product=Heptatricopeptide repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAG9] | location=CAJZCX010000011:719985-722144(-) | protein_length=719 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
