#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   1  25   2.8e-80   1.7e-76  255.8  18.8     1   167    15   183    15   197 0.97 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   2  25   4.5e-79   2.7e-75  251.8   9.7   167   337   241   428   235   435 0.91 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   3  25   4.7e-63   2.9e-59  198.6   8.4   336   464   580   721   569   727 0.88 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   4  25   3.4e-48     2e-44  149.4   1.2   467   560   762   855   744   859 0.94 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   5  25    3e-102   1.8e-98  328.7  12.1   560   749   924  1135   919  1149 0.88 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   6  25   2.7e-31   1.6e-27   93.3   0.9   756   845  1208  1317  1205  1324 0.81 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   7  25   2.8e-98   1.7e-94  315.6  15.7   847  1048  1370  1583  1344  1587 0.93 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   8  25    8e-111  4.9e-107  357.2  15.6  1048  1260  1630  1847  1627  1851 0.96 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1   9  25   5.1e-10   3.1e-06   22.7   0.4  1258  1287  1880  1909  1868  1918 0.89 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  10  25   1.6e-79   9.7e-76  253.3   6.8  1279  1428  1992  2141  1985  2159 0.93 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  11  25   3.6e-91   2.2e-87  292.0   6.1  1446  1613  2823  2993  2817  2996 0.97 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  12  25   3.2e-42     2e-38  129.5   0.1  1615  1699  3029  3113  3027  3119 0.96 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  13  25   6.9e-74   4.2e-70  234.6   9.0  1699  1826  3159  3286  3155  3300 0.98 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  14  25     0.015        91   -2.1   0.0  1826  1843  3313  3330  3310  3332 0.90 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  15  25   1.1e-63   6.7e-60  200.7  13.3  1843  1970  3502  3642  3498  3649 0.90 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  16  25   1.1e-99   6.8e-96  320.2   7.0  1969  2178  3764  3994  3754  4001 0.92 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  17  25   6.5e-65   3.9e-61  204.8  10.7  2177  2300  4064  4187  4060  4194 0.95 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  18  25   2.3e-48   1.4e-44  149.9  17.7  2295  2391  4226  4337  4211  4348 0.91 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  19  25   8.3e-08    0.0005   15.3   0.3  2392  2416  4406  4430  4397  4435 0.92 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  20  25   3.5e-72   2.1e-68  229.0  22.7  2415  2545  4473  4603  4466  4609 0.96 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  21  25   8.6e-14   5.2e-10   35.2   0.1  2542  2582  4658  4698  4651  4700 0.93 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  22  25   5.2e-69   3.1e-65  218.4  13.0  2581  2706  4763  4903  4752  4905 0.92 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  23  25  7.6e-136  4.6e-132  440.2  31.2  2706  2945  4951  5201  4949  5204 0.94 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  24  25   5.9e-28   3.6e-24   82.2   0.8  2938  2995  5238  5295  5235  5303 0.94 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478101.1         -           5808 90at5820             -           3291         0 5165.4 419.1  25  25  8.4e-159  5.1e-155  516.4  25.9  3000  3291  5481  5806  5475  5806 0.93 | transcript=PVW1_110045700_t1 | gene=PVW1_110045700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1717416-1734842(-) | protein_length=5808 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/90at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/90at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:49 2026
# [ok]
