#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   1  11  1.9e-252  3.9e-249  828.2  54.1     1   422     1   433     1   460 0.97 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   2  11   5.9e-09   1.2e-05   22.1   0.0   422   460   469   513   466   520 0.85 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   3  11   7.3e-08   0.00015   18.5   0.0   490   529   622   664   569   676 0.70 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   4  11   1.7e-41   3.4e-38  129.9   0.2   533   616   710   793   705   798 0.96 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   5  11   2.1e-19   4.2e-16   56.7   1.0   614   677   846   914   836   919 0.85 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   6  11    0.0036       7.3    3.0   0.0   671   696   947   972   940   984 0.79 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   7  11   1.7e-06    0.0034   14.0   0.1   694   719  1025  1050  1008  1060 0.83 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   8  11   1.4e-42   2.9e-39  133.4   2.7   723   809  1196  1296  1189  1305 0.87 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6   9  11   6.9e-24   1.4e-20   71.5   0.3   807   862  1374  1431  1352  1437 0.79 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6  10  11   4.9e-42   9.9e-39  131.6  11.0   862   978  1459  1605  1454  1607 0.77 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472370.1         -           1743 1450at5820           -           1044         0 1488.8 113.6  11  11   4.6e-34   9.3e-31  105.2   0.3   977  1044  1665  1735  1662  1735 0.96 | transcript=PVW1_140054500_t1 | gene=PVW1_140054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2157279-2164470(+) | protein_length=1743 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
