#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   1  11   3.3e-49     1e-45  155.0   2.1     2    91    70   161    69   162 0.95 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   2  11   2.8e-28   8.6e-25   85.8   1.0    71   146   238   313   229   324 0.87 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   3  11   2.2e-60   6.8e-57  191.9  11.0   145   308   378   559   365   584 0.82 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   4  11    0.0024       7.4    3.4   1.9   294   331   631   668   622   685 0.82 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   5  11    0.0008       2.4    5.0   0.0   319   356   762   800   738   803 0.81 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   6  11   1.1e-61   3.4e-58  196.2   7.3   351   472   980  1103   971  1106 0.95 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   7  11   2.6e-46     8e-43  145.4   0.4   470   553  1160  1243  1157  1257 0.89 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   8  11      0.01        31    1.3   0.0   539   560  1295  1316  1289  1331 0.77 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8   9  11   6.6e-22     2e-18   64.7   0.0   553   603  1393  1443  1379  1447 0.91 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8  10  11   4.2e-31   1.3e-27   95.2   0.1   603   652  1490  1539  1484  1546 0.95 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485122.1         -           1633 2109at5820           -            700  3.9e-298  989.3  77.8  11  11   1.3e-26     4e-23   80.3   0.4   651   699  1571  1619  1565  1620 0.94 | transcript=PVW1_010022900_t1 | gene=PVW1_010022900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:822501-827691(-) | protein_length=1633 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
