#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   1  11   2.8e-58   5.7e-55  185.0   7.5     1   122     1   132     1   143 0.84 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   2  11       1.4   2.8e+03   -6.0  16.1    88   127   148   186   139   189 0.64 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   3  11   1.4e-10   2.9e-07   27.0  32.3    90   176   177   262   171   266 0.73 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   4  11   2.5e-57   5.1e-54  181.8  37.5   103   314   255   472   251   505 0.66 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   5  11   5.8e-12   1.2e-08   31.6   2.7   300   353   564   617   557   623 0.84 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   6  11  4.9e-131    1e-127  425.9  41.6   350   613   729  1010   647  1042 0.85 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   7  11   5.7e-07    0.0012   15.1   6.3   622   730  1083  1183  1060  1195 0.60 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   8  11      0.47   9.6e+02   -4.5  16.1   608   703  1189  1290  1170  1319 0.57 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3   9  11      0.02        41    0.0   3.9   680   737  1378  1436  1355  1454 0.51 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3  10  11   5.1e-70     1e-66  223.9  20.5   725   859  1556  1690  1530  1694 0.96 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477171.1         -           1975 1990at5820           -           1072         0 1457.6 277.3  11  11  1.3e-128  2.6e-125  417.9  45.6   855  1072  1754  1975  1748  1975 0.98 | transcript=PVW1_090044200_t1 | gene=PVW1_090044200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1717764-1724089(-) | protein_length=1975 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472519.1         -            205 1990at5820           -           1072      0.57    6.2  34.9   1   1   0.00035      0.71    5.9  34.9   591   730    28   168    19   178 0.76 | transcript=PVW1_140068300_t1 | gene=PVW1_140068300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2734847-2735812(+) | protein_length=205 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475019.1         -            143 1990at5820           -           1072      0.85    5.6  12.6   1   1   0.00046      0.94    5.5  12.6   644   726    49   128    28   137 0.76 | transcript=PVW1_100048700_t1 | gene=PVW1_100048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1989656-1990346(+) | protein_length=143 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1990at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1990at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1990at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
