#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   1   6   3.6e-15   3.7e-12   43.5   0.1    12    44    68   100    66   102 0.94 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   2   6  5.6e-133  5.7e-130  433.4  13.5    44   250   150   356   142   438 0.86 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   3   6  2.3e-160  2.3e-157  524.0   0.2   275   592   470   823   463   828 0.87 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   4   6   3.9e-54     4e-51  172.5   0.2   591   691   888   988   876   992 0.96 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   5   6   1.1e-76   1.2e-73  247.0  17.1   690   862  1030  1230  1019  1238 0.82 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479660.1         -           1316 1302at5820           -            902         0 1453.5  60.0   6   6   2.4e-16   2.4e-13   47.4   0.4   859   902  1273  1316  1271  1316 0.96 | transcript=PVW1_050011100_t1 | gene=PVW1_050011100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:303846-307796(-) | protein_length=1316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1302at5820           -            902   4.5e-15   53.2  19.6   1   3   1.4e-10   1.4e-07   28.4   5.2    23   185    80   258    67   263 0.74 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1302at5820           -            902   4.5e-15   53.2  19.6   2   3   4.2e-07   0.00043   16.8   0.8   329   430   496   593   475   655 0.61 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473376.1         -           1206 1302at5820           -            902   4.5e-15   53.2  19.6   3   3   6.9e-07    0.0007   16.1   0.5   627   702   720   798   709   859 0.82 | transcript=PVW1_120036200_t1 | gene=PVW1_120036200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1330279-1333899(+) | protein_length=1206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473678.1         -           1071 1302at5820           -            902   1.4e-13   48.3  13.8   1   4   4.3e-14   4.4e-11   40.0   1.7    13   189    40   235    33   268 0.76 | transcript=PVW1_120059700_t1 | gene=PVW1_120059700 | organism=Plasmodium_vivax_PvW1 | gene_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | transcript_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | location=CAJZCX010000004:2320675-2323890(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473678.1         -           1071 1302at5820           -            902   1.4e-13   48.3  13.8   2   4   0.00068      0.69    6.2   0.1   403   433   453   482   432   496 0.82 | transcript=PVW1_120059700_t1 | gene=PVW1_120059700 | organism=Plasmodium_vivax_PvW1 | gene_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | transcript_product=Valine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HH85] | location=CAJZCX010000004:2320675-2323890(-) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
