#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472209.1         -           1065 3950at5820           -            631         0 1132.6  90.2   1   4  5.8e-125  8.9e-122  406.0  19.0     1   207     1   213     1   221 0.98 | transcript=PVW1_140038900_t1 | gene=PVW1_140038900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1483446-1486916(-) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472209.1         -           1065 3950at5820           -            631         0 1132.6  90.2   2   4  5.9e-128    9e-125  415.9  20.2   206   471   252   527   241   542 0.91 | transcript=PVW1_140038900_t1 | gene=PVW1_140038900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1483446-1486916(-) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472209.1         -           1065 3950at5820           -            631         0 1132.6  90.2   3   4   9.3e-07    0.0014   15.5   7.9   426   469   804   868   798   876 0.68 | transcript=PVW1_140038900_t1 | gene=PVW1_140038900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1483446-1486916(-) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472209.1         -           1065 3950at5820           -            631         0 1132.6  90.2   4   4   1.6e-94   2.4e-91  305.5  20.1   461   631   890  1065   870  1065 0.88 | transcript=PVW1_140038900_t1 | gene=PVW1_140038900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1483446-1486916(-) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473450.1         -            479 3950at5820           -            631   6.1e-06   23.3  15.1   1   2       2.2   3.4e+03   -5.5  11.2   163   253   177   270    26   293 0.57 | transcript=PVW1_120042500_t1 | gene=PVW1_120042500 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation initiation factor eIF-2B subunit gamma, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G7] | transcript_product=Translation initiation factor eIF-2B subunit gamma, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G7] | location=CAJZCX010000004:1585553-1588332(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473450.1         -            479 3950at5820           -            631   6.1e-06   23.3  15.1   2   2     4e-09   6.1e-06   23.3  15.1   336   410   387   460   375   471 0.79 | transcript=PVW1_120042500_t1 | gene=PVW1_120042500 | organism=Plasmodium_vivax_PvW1 | gene_product=Translation initiation factor eIF-2B subunit gamma, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G7] | transcript_product=Translation initiation factor eIF-2B subunit gamma, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H1G7] | location=CAJZCX010000004:1585553-1588332(+) | protein_length=479 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475931.1         -            452 3950at5820           -            631    0.0002   18.3  14.7   1   3     0.031        47    0.6   0.0    48   143    33   123    13   134 0.80 | transcript=PVW1_130034500_t1 | gene=PVW1_130034500 | organism=Plasmodium_vivax_PvW1 | gene_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | transcript_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | location=CAJZCX010000006:1275042-1276741(+) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475931.1         -            452 3950at5820           -            631    0.0002   18.3  14.7   2   3   7.6e-07    0.0012   15.8   6.3   323   413   327   423   307   431 0.59 | transcript=PVW1_130034500_t1 | gene=PVW1_130034500 | organism=Plasmodium_vivax_PvW1 | gene_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | transcript_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | location=CAJZCX010000006:1275042-1276741(+) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475931.1         -            452 3950at5820           -            631    0.0002   18.3  14.7   3   3     9e-07    0.0014   15.6   1.2   326   396   370   441   365   451 0.84 | transcript=PVW1_130034500_t1 | gene=PVW1_130034500 | organism=Plasmodium_vivax_PvW1 | gene_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | transcript_product=Mannose-1-phosphate guanylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIV7] | location=CAJZCX010000006:1275042-1276741(+) | protein_length=452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483543.1         -            243 3950at5820           -            631   0.00052   17.0   2.0   1   1   4.5e-07   0.00069   16.6   2.0   344   395   150   203   143   221 0.70 | transcript=PVW1_030026500_t1 | gene=PVW1_030026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:905027-905758(-) | protein_length=243 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
