#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474052.1         -            766 5491at5820           -            403  1.2e-197  655.2  63.9   1   4   1.6e-96   1.9e-93  312.1  25.2     1   184     1   191     1   218 0.89 | transcript=PVW1_120085600_t1 | gene=PVW1_120085600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3445033-3447333(-) | protein_length=766 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474052.1         -            766 5491at5820           -            403  1.2e-197  655.2  63.9   2   4   7.5e-27   9.1e-24   82.6   1.4   168   243   236   315   227   327 0.84 | transcript=PVW1_120085600_t1 | gene=PVW1_120085600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3445033-3447333(-) | protein_length=766 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474052.1         -            766 5491at5820           -            403  1.2e-197  655.2  63.9   3   4   3.1e-78   3.7e-75  251.8  11.9   234   381   471   618   442   628 0.95 | transcript=PVW1_120085600_t1 | gene=PVW1_120085600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3445033-3447333(-) | protein_length=766 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474052.1         -            766 5491at5820           -            403  1.2e-197  655.2  63.9   4   4   9.8e-10   1.2e-06   26.2   2.4   360   403   698   741   685   741 0.78 | transcript=PVW1_120085600_t1 | gene=PVW1_120085600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3445033-3447333(-) | protein_length=766 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479716.1         -           1535 5491at5820           -            403   8.7e-14   49.7   0.2   1   2      0.69   8.4e+02   -2.9   0.1   209   233  1114  1138  1076  1143 0.65 | transcript=PVW1_050015900_t1 | gene=PVW1_050015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:502805-508073(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479716.1         -           1535 5491at5820           -            403   8.7e-14   49.7   0.2   2   2   7.1e-17   8.7e-14   49.7   0.2    36   107  1450  1521  1422  1528 0.88 | transcript=PVW1_050015900_t1 | gene=PVW1_050015900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:502805-508073(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481770.1         -            482 5491at5820           -            403   1.7e-12   45.5   2.2   1   1   2.6e-15   3.2e-12   44.6   2.2    24   123   329   431   316   478 0.73 | transcript=PVW1_060025300_t1 | gene=PVW1_060025300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:835079-836920(+) | protein_length=482 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 5491at5820           -            403   2.9e-07   28.3  12.5   1   2         5   6.1e+03  -11.0  14.2   162   270  1667  1776  1641  1793 0.75 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472413.1         -           3337 5491at5820           -            403   2.9e-07   28.3  12.5   2   2   2.4e-10   2.9e-07   28.3  12.5     7   104  3141  3239  3134  3278 0.87 | transcript=PVW1_140058600_t1 | gene=PVW1_140058600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2340601-2350614(+) | protein_length=3337 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483959.1         -           1564 5491at5820           -            403   2.4e-06   25.2   0.3   1   1     4e-09   4.9e-06   24.2   0.3    46    96   876   926   868   951 0.87 | transcript=PVW1_020012200_t1 | gene=PVW1_020012200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:367535-372388(-) | protein_length=1564 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5491at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5491at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5491at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:55 2026
# [ok]
