#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472285.1         -            430 8306at5820           -            317  6.8e-162  536.6  13.9   1   2   3.8e-36   1.2e-33  115.2   0.3     1    82     8   100     8   112 0.88 | transcript=PVW1_140046100_t1 | gene=PVW1_140046100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1764017-1765309(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472285.1         -            430 8306at5820           -            317  6.8e-162  536.6  13.9   2   2  1.9e-130  6.2e-128  425.0   8.1    88   317   191   430   180   430 0.94 | transcript=PVW1_140046100_t1 | gene=PVW1_140046100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1764017-1765309(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 8306at5820           -            317   7.1e-12   43.7   8.4   1   4      0.75   2.4e+02   -0.7   0.0    38    55   146   161   140   201 0.79 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 8306at5820           -            317   7.1e-12   43.7   8.4   2   4   1.5e-12   4.7e-10   37.7   1.9   178   255   278   354   266   367 0.90 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 8306at5820           -            317   7.1e-12   43.7   8.4   3   4     0.056        18    3.0   0.1   194   217   379   402   351   416 0.66 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 8306at5820           -            317   7.1e-12   43.7   8.4   4   4    0.0056       1.8    6.3   0.1   173   210   413   446   378   452 0.55 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 8306at5820           -            317   3.1e-10   38.3   5.3   1   3      0.71   2.3e+02   -0.7   1.5    61    95   140   170   113   188 0.55 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 8306at5820           -            317   3.1e-10   38.3   5.3   2   3       1.6   5.1e+02   -1.8   0.0   194   210   205   221   177   226 0.83 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 8306at5820           -            317   3.1e-10   38.3   5.3   3   3   9.7e-13   3.1e-10   38.3   5.3   149   298   330   482   317   496 0.80 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 8306at5820           -            317   7.8e-10   37.0   1.5   1   4       3.2     1e+03   -2.8   0.2   101   101    97    97    43   141 0.51 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 8306at5820           -            317   7.8e-10   37.0   1.5   2   4    0.0082       2.6    5.7   1.8   100   190   204   298   180   321 0.69 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 8306at5820           -            317   7.8e-10   37.0   1.5   3   4   2.4e-12   7.8e-10   37.0   1.5   140   254   434   546   424   559 0.90 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473217.1         -            644 8306at5820           -            317   7.8e-10   37.0   1.5   4   4      0.13        43    1.7   0.6   179   221   558   601   544   636 0.61 | transcript=PVW1_120025500_t1 | gene=PVW1_120025500 | organism=Plasmodium_vivax_PvW1 | gene_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | transcript_product=SFM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGC2] | location=CAJZCX010000004:923590-925524(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 8306at5820           -            317     1e-09   36.6   4.1   1   2      0.61   1.9e+02   -0.4   0.0   191   210   272   292   270   298 0.81 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 8306at5820           -            317     1e-09   36.6   4.1   2   2   6.3e-12     2e-09   35.6   2.2   137   300   339   519   314   529 0.77 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 8306at5820           -            317   2.8e-08   31.9   3.4   1   3       2.5   8.1e+02   -2.5   0.0   175   208   201   234   190   235 0.85 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 8306at5820           -            317   2.8e-08   31.9   3.4   2   3   4.1e-10   1.3e-07   29.7   0.8   178   255   325   402   315   412 0.93 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 8306at5820           -            317   2.8e-08   31.9   3.4   3   3   0.00056      0.18    9.5   1.0   179   247   370   449   370   454 0.77 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
