#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9472338.1         -            643 5553at5820           -            506  1.6e-264  876.6  56.2   1   4   6.9e-06     0.006   13.7   4.6     5    32    14    43     1    48 0.68 | transcript=PVW1_140051200_t1 | gene=PVW1_140051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2005587-2007518(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472338.1         -            643 5553at5820           -            506  1.6e-264  876.6  56.2   2   4   2.5e-37   2.2e-34  117.4  15.5     2   135    48   193    47   197 0.86 | transcript=PVW1_140051200_t1 | gene=PVW1_140051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2005587-2007518(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472338.1         -            643 5553at5820           -            506  1.6e-264  876.6  56.2   3   4   3.4e-20   2.9e-17   60.9   0.2   135   179   237   291   230   300 0.91 | transcript=PVW1_140051200_t1 | gene=PVW1_140051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2005587-2007518(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472338.1         -            643 5553at5820           -            506  1.6e-264  876.6  56.2   4   4  5.6e-214  4.8e-211  700.2  15.3   177   506   314   643   310   643 0.99 | transcript=PVW1_140051200_t1 | gene=PVW1_140051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2005587-2007518(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 5553at5820           -            506   1.1e-09   35.9   7.3   1   3      0.33   2.8e+02   -1.7   0.0   335   360    26    54    17    60 0.59 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 5553at5820           -            506   1.1e-09   35.9   7.3   2   3   9.3e-11   8.1e-08   29.8   0.1   287   359    69   144    60   154 0.74 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479676.1         -            322 5553at5820           -            506   1.1e-09   35.9   7.3   3   3   0.00018      0.16    9.0   1.3   303   443   175   319   169   322 0.67 | transcript=PVW1_050012500_t1 | gene=PVW1_050012500 | organism=Plasmodium_vivax_PvW1 | gene_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | transcript_product=Receptor for activated c kinase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTC4] | location=CAJZCX010000010:364461-365871(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 5553at5820           -            506   3.3e-07   27.8   8.3   1   2   5.1e-06    0.0044   14.2   3.4   272   363    73   156    33   171 0.73 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479725.1         -            324 5553at5820           -            506   3.3e-07   27.8   8.3   2   2   1.8e-06    0.0016   15.6   0.2   303   436   179   319   172   323 0.74 | transcript=PVW1_050016500_t1 | gene=PVW1_050016500 | organism=Plasmodium_vivax_PvW1 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTD9] | location=CAJZCX010000010:528850-529824(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481766.1         -            706 5553at5820           -            506   3.4e-05   21.1  12.9   1   2    0.0062       5.4    4.0   6.8   233   376    85   234    69   254 0.70 | transcript=PVW1_060025100_t1 | gene=PVW1_060025100 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Y5] | transcript_product=WD repeat-containing protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Y5] | location=CAJZCX010000012:827729-829849(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481766.1         -            706 5553at5820           -            506   3.4e-05   21.1  12.9   2   2   9.7e-08   8.4e-05   19.8   0.3   232   281   292   342   274   356 0.83 | transcript=PVW1_060025100_t1 | gene=PVW1_060025100 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Y5] | transcript_product=WD repeat-containing protein 70, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9Y5] | location=CAJZCX010000012:827729-829849(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
