#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473476.1         -           1065 2802at5820           -            850         0 1339.1  21.4   1   2  8.4e-250  1.7e-246  819.0  14.9     1   505     5   570     5   578 0.91 | transcript=PVW1_120044600_t1 | gene=PVW1_120044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1662796-1667071(+) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473476.1         -           1065 2802at5820           -            850         0 1339.1  21.4   2   2  1.5e-159    3e-156  520.5   0.4   517   838   653  1024   635  1034 0.87 | transcript=PVW1_120044600_t1 | gene=PVW1_120044600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1662796-1667071(+) | protein_length=1065 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476235.1         -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   1   4    0.0025         5    3.7   0.1    25    90     9    78     5    82 0.64 | transcript=PVW1_130047000_t1 | gene=PVW1_130047000 | organism=Plasmodium_vivax_PvW1 | gene_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | transcript_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | location=CAJZCX010000006:1863044-1866355(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476235.1         -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   2   4   9.5e-09   1.9e-05   21.6   4.9   147   258    82   202    77   210 0.64 | transcript=PVW1_130047000_t1 | gene=PVW1_130047000 | organism=Plasmodium_vivax_PvW1 | gene_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | transcript_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | location=CAJZCX010000006:1863044-1866355(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476235.1         -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   3   4   1.4e-13   2.9e-10   37.6   1.9   298   379   212   297   201   321 0.81 | transcript=PVW1_130047000_t1 | gene=PVW1_130047000 | organism=Plasmodium_vivax_PvW1 | gene_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | transcript_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | location=CAJZCX010000006:1863044-1866355(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476235.1         -           1103 2802at5820           -            850   6.3e-46  155.5  63.4   4   4     5e-34     1e-30  105.2  37.6   419   840   391   814   357   823 0.76 | transcript=PVW1_130047000_t1 | gene=PVW1_130047000 | organism=Plasmodium_vivax_PvW1 | gene_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | transcript_product=Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H3S3] | location=CAJZCX010000006:1863044-1866355(+) | protein_length=1103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480811.1         -           1048 2802at5820           -            850   2.2e-18   64.5  35.6   1   4     0.026        52    0.3   0.0    62    86    34    58    15    79 0.79 | transcript=PVW1_070039600_t1 | gene=PVW1_070039600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1445755-1448901(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480811.1         -           1048 2802at5820           -            850   2.2e-18   64.5  35.6   2   4      0.19   3.8e+02   -2.5   0.0   183   206    69    91    58    98 0.80 | transcript=PVW1_070039600_t1 | gene=PVW1_070039600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1445755-1448901(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480811.1         -           1048 2802at5820           -            850   2.2e-18   64.5  35.6   3   4   2.8e-06    0.0057   13.4  17.6   217   379   173   378   159   408 0.62 | transcript=PVW1_070039600_t1 | gene=PVW1_070039600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1445755-1448901(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480811.1         -           1048 2802at5820           -            850   2.2e-18   64.5  35.6   4   4   1.5e-18     3e-15   54.1   6.5   535   816   727   989   719  1016 0.84 | transcript=PVW1_070039600_t1 | gene=PVW1_070039600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1445755-1448901(+) | protein_length=1048 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2802at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2802at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2802at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:56 2026
# [ok]
