#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475515.1         -           1353 1301at5820           -           1082         0 2241.1  19.2   1   1         0         0 2235.3  19.2    11  1082   194  1353   186  1353 0.95 | transcript=PVW1_130017900_t1 | gene=PVW1_130017900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:598541-602602(-) | protein_length=1353 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1301at5820           -           1082  3.2e-122  407.7  20.2   1   4   1.1e-59   1.3e-56  190.5   3.5    17   383    12   399     3   442 0.86 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1301at5820           -           1082  3.2e-122  407.7  20.2   2   4   1.2e-14   1.4e-11   41.3   0.1   518   648   660   790   638   804 0.86 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1301at5820           -           1082  3.2e-122  407.7  20.2   3   4   1.4e-53   1.7e-50  170.2   0.2   677   837   852  1012   838  1042 0.92 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484056.1         -           1196 1301at5820           -           1082  3.2e-122  407.7  20.2   4   4     6e-07   0.00073   15.8   0.8   976  1069  1083  1178  1053  1187 0.87 | transcript=PVW1_020016200_t1 | gene=PVW1_020016200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:502528-506482(+) | protein_length=1196 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 1301at5820           -           1082   1.1e-17   61.6   8.9   1   4   9.3e-11   1.1e-07   28.4   1.2    24   193   363   531   341   544 0.81 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 1301at5820           -           1082   1.1e-17   61.6   8.9   2   4     0.094   1.1e+02   -1.4   0.0   292   362   684   754   664   771 0.71 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 1301at5820           -           1082   1.1e-17   61.6   8.9   3   4   0.00046      0.56    6.3   0.0   534   664  1188  1314  1112  1325 0.79 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475143.1         -           1914 1301at5820           -           1082   1.1e-17   61.6   8.9   4   4   5.2e-11   6.3e-08   29.3   0.1   669   776  1553  1659  1476  1716 0.69 | transcript=PVW1_100054100_t1 | gene=PVW1_100054100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2203476-2209401(-) | protein_length=1914 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 1301at5820           -           1082   5.1e-11   39.5   2.4   1   4    0.0017       2.1    4.4   0.0   125   188   520   587   435   597 0.71 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484231.1         -           1693 1301at5820           -           1082   5.1e-11   39.5   2.4   2   4     0.011        14    1.7   0.1   337   367   791   822   670   832 0.65 | transcript=PVW1_020021100_t1 | gene=PVW1_020021100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:712661-717742(+) | protein_length=1693 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
