#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   1   9  2.9e-124  1.7e-120  402.1  35.7     8   227    28   249    22   257 0.95 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   2   9   1.4e-09   8.8e-06   22.3   0.7   224   248   284   308   282   312 0.90 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   3   9   2.8e-27   1.7e-23   80.9   5.3   242   299   323   380   321   395 0.94 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   4   9   3.6e-51   2.2e-47  160.0   5.8   295   391   410   508   406   535 0.94 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   5   9   1.5e-64   9.1e-61  204.3  13.2   390   552   598   789   595   795 0.89 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   6   9   4.1e-69   2.5e-65  219.5  15.3   555   694   825   968   811   971 0.91 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   7   9   0.00092       5.6    3.1   0.0   695   713  1000  1018   993  1024 0.89 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   8   9   1.6e-83   9.5e-80  267.2  16.3   712   933  1062  1309  1043  1342 0.90 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474755.1         -           1533 1876at5820           -           1075         0 1507.5 163.7   9   9   1.1e-59   6.4e-56  188.3  16.9   944  1075  1375  1527  1367  1527 0.89 | transcript=PVW1_100027500_t1 | gene=PVW1_100027500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1086927-1091528(+) | protein_length=1533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1876at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1876at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1876at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:07 2026
# [ok]
