#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   1  10   4.7e-12   2.8e-08   31.4   0.1     2    32    12    42    11    47 0.94 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   2  10   1.7e-13     1e-09   36.2   0.1    32    78    63   109    59   111 0.90 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   3  10   1.5e-60   8.9e-57  191.5   2.1    59   200   159   314   155   318 0.90 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   4  10   3.9e-34   2.4e-30  104.3   0.0   201   282   356   437   352   440 0.97 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   5  10   2.2e-16   1.3e-12   45.7   0.1   283   324   472   513   468   517 0.92 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   6  10   1.7e-32     1e-28   98.9   1.4   324   401   568   646   565   652 0.94 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   7  10   5.2e-23   3.1e-19   67.6   0.0   402   455   690   744   686   747 0.96 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   8  10   2.7e-06     0.016   12.4   0.0   456   477   768   789   765   794 0.89 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1   9  10   4.3e-07    0.0026   15.0   0.0   477   505   824   852   820   856 0.90 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475581.1         -            996 2535at5820           -            536  1.4e-184  613.3  30.1  10  10   6.8e-09   4.1e-05   21.0   0.0   502   534   923   955   915   957 0.90 | transcript=PVW1_130020000_t1 | gene=PVW1_130020000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:669204-672194(-) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2535at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2535at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2535at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:37 2026
# [ok]
