#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   1  34     2e-15   1.2e-11   40.6   0.3     1    47     3    49     3    55 0.95 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   2  34   5.8e-10   3.6e-06   22.4   0.0    48    84    80   117    74   121 0.90 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   3  34   0.00023       1.4    3.8   0.0    84   104   155   175   150   178 0.91 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   4  34   5.4e-32   3.3e-28   95.5   1.0   105   203   230   331   224   343 0.92 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   5  34   3.1e-34   1.9e-30  103.0   0.0   200   299   358   463   349   474 0.91 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   6  34     0.013        77   -1.9   0.0   303   323   537   557   532   563 0.88 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   7  34   5.2e-15   3.2e-11   39.2   0.0   326   390   607   673   603   677 0.93 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   8  34   3.5e-05      0.21    6.6   0.0   386   420   711   748   699   750 0.84 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8   9  34   3.6e-07    0.0022   13.2   0.4   418   453   800   835   798   859 0.85 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  10  34   2.5e-23   1.5e-19   66.8   0.1   450   516   870   940   865   964 0.85 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479941.1         -           5439 86at5820             -           2862         0 2996.7 211.8  11  34   6.1e-19   3.7e-15   52.2   1.4   511   578   996  1070   990  1091 0.83 | transcript=PVW1_050032000_t1 | gene=PVW1_050032000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:1115745-1132064(+) | protein_length=5439 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
